Date,Open,High,Low,Close,Volume
2024-12-19 09:30:00-05:00,243.0,243.22000122070312,242.50999450683597,242.7700042724609,181654
2024-12-19 09:31:00-05:00,242.8300018310547,242.9600067138672,242.38999938964844,242.3999938964844,43381
2024-12-19 09:32:00-05:00,242.52999877929688,242.80999755859372,241.8999938964844,242.0399932861328,39783
2024-12-19 09:33:00-05:00,242.17999267578125,242.8300018310547,242.17999267578125,242.8300018310547,19057
2024-12-19 09:34:00-05:00,242.8500061035156,243.1499938964844,242.6300048828125,242.72999572753903,28266
2024-12-19 09:35:00-05:00,242.7400054931641,243.0200042724609,242.1300048828125,242.2050018310547,30183
2024-12-19 09:36:00-05:00,242.2100067138672,242.3699951171875,241.2449951171875,241.2449951171875,50679
2024-12-19 09:37:00-05:00,241.2350006103516,241.41000366210935,240.8000030517578,240.94000244140625,33386
2024-12-19 09:38:00-05:00,241.0,241.3500061035156,240.8800048828125,241.27999877929688,46513
2024-12-19 09:39:00-05:00,241.3300018310547,241.3699951171875,241.0951995849609,241.3300018310547,14630
2024-12-19 09:40:00-05:00,241.4550018310547,241.58999633789065,241.05999755859372,241.2400054931641,17228
2024-12-19 09:41:00-05:00,241.19000244140625,241.83999633789065,240.83999633789065,241.822998046875,15254
2024-12-19 09:42:00-05:00,241.8300018310547,242.5198974609375,241.8000030517578,242.3999938964844,46226
2024-12-19 09:43:00-05:00,242.33999633789065,242.38499450683597,242.1300048828125,242.13999938964844,23572
2024-12-19 09:44:00-05:00,242.2899932861328,242.3699951171875,241.44009399414065,241.44009399414065,19628
2024-12-19 09:45:00-05:00,241.44000244140625,241.55499267578125,241.22000122070312,241.5200042724609,25545
2024-12-19 09:46:00-05:00,241.3999938964844,242.0800018310547,241.3999938964844,241.8500061035156,20381
2024-12-19 09:47:00-05:00,241.80999755859372,241.82000732421875,241.22000122070312,241.66000366210935,39021
2024-12-19 09:48:00-05:00,241.72999572753903,242.1300048828125,241.55999755859372,241.77999877929688,23326
2024-12-19 09:49:00-05:00,241.7100067138672,241.75999450683597,241.3600006103516,241.3600006103516,18519
2024-12-19 09:50:00-05:00,241.50999450683597,241.6300048828125,241.1199951171875,241.3300018310547,26837
2024-12-19 09:51:00-05:00,241.375,241.46499633789065,241.05999755859372,241.21499633789065,29308
2024-12-19 09:52:00-05:00,241.2400054931641,241.6898956298828,241.1300048828125,241.6194000244141,22259
2024-12-19 09:53:00-05:00,241.6649932861328,241.7700042724609,241.4199981689453,241.52999877929688,27835
2024-12-19 09:54:00-05:00,241.52999877929688,241.75999450683597,241.0399932861328,241.05999755859372,34445
2024-12-19 09:55:00-05:00,241.01499938964844,241.3999938964844,240.9600067138672,241.2899932861328,33519
2024-12-19 09:56:00-05:00,241.3600006103516,241.6300048828125,241.3600006103516,241.4600067138672,14942
2024-12-19 09:57:00-05:00,241.5800018310547,241.66000366210935,241.4199981689453,241.4499969482422,8270
2024-12-19 09:58:00-05:00,241.38999938964844,241.38999938964844,241.16400146484372,241.16400146484372,7121
2024-12-19 09:59:00-05:00,241.1499938964844,241.32000732421875,240.92999267578125,241.2100067138672,31565
2024-12-19 10:00:00-05:00,241.25,241.47000122070312,241.0,241.42999267578125,16610
2024-12-19 10:01:00-05:00,241.41000366210935,241.5200042724609,240.91000366210935,240.94000244140625,75022
2024-12-19 10:02:00-05:00,240.9600067138672,241.2100067138672,240.7100067138672,241.19000244140625,68717
2024-12-19 10:03:00-05:00,241.17999267578125,241.4600067138672,241.13999938964844,241.3300018310547,15638
2024-12-19 10:04:00-05:00,241.25999450683597,241.33990478515625,240.77999877929688,240.77999877929688,31984
2024-12-19 10:05:00-05:00,240.7100067138672,240.8300018310547,240.5200042724609,240.72999572753903,22806
2024-12-19 10:06:00-05:00,240.7100067138672,240.8699951171875,240.125,240.125,34320
2024-12-19 10:07:00-05:00,240.17999267578125,240.3699951171875,239.9499969482422,240.1100006103516,62157
2024-12-19 10:08:00-05:00,240.25,240.50999450683597,240.1199951171875,240.1199951171875,22235
2024-12-19 10:09:00-05:00,240.13999938964844,240.4900054931641,240.1199951171875,240.25,16723
2024-12-19 10:10:00-05:00,240.3249969482422,240.5800018310547,240.05999755859372,240.57000732421875,12747
2024-12-19 10:11:00-05:00,240.50999450683597,240.9499969482422,240.47000122070312,240.9199981689453,42366
2024-12-19 10:12:00-05:00,240.9199981689453,241.2899932861328,240.69000244140625,241.2400054931641,79023
2024-12-19 10:13:00-05:00,241.3094940185547,242.0200042724609,241.2949981689453,242.0200042724609,21636
2024-12-19 10:14:00-05:00,241.92999267578125,241.97999572753903,241.8300018310547,241.8500061035156,16837
2024-12-19 10:15:00-05:00,241.82000732421875,241.9600067138672,241.5200042724609,241.5200042724609,9572
2024-12-19 10:16:00-05:00,241.57000732421875,241.57000732421875,241.27999877929688,241.3999938964844,28891
2024-12-19 10:17:00-05:00,241.38999938964844,241.7400054931641,241.25999450683597,241.50999450683597,15461
2024-12-19 10:18:00-05:00,241.50999450683597,241.6199951171875,241.3800048828125,241.51499938964844,16925
2024-12-19 10:19:00-05:00,241.5081024169922,241.67999267578125,241.42999267578125,241.6100006103516,12694
2024-12-19 10:20:00-05:00,241.5200042724609,241.5399932861328,241.1499938964844,241.1499938964844,11285
2024-12-19 10:21:00-05:00,241.1999969482422,241.1999969482422,241.08270263671875,241.10499572753903,4190
2024-12-19 10:22:00-05:00,240.6100006103516,240.7100067138672,240.44000244140625,240.4550018310547,35467
2024-12-19 10:23:00-05:00,240.55999755859372,240.55999755859372,240.25,240.32000732421875,17572
2024-12-19 10:24:00-05:00,240.30999755859372,240.4199981689453,240.2400054931641,240.3000030517578,12636
2024-12-19 10:25:00-05:00,240.2899932861328,240.6499938964844,240.2100067138672,240.6100006103516,9664
2024-12-19 10:26:00-05:00,240.7100067138672,240.7949981689453,240.41000366210935,240.47369384765625,13772
2024-12-19 10:27:00-05:00,240.3800048828125,240.6100006103516,240.19000244140625,240.2050018310547,19160
2024-12-19 10:28:00-05:00,240.05999755859372,240.05999755859372,239.6501007080078,239.66000366210935,32670
2024-12-19 10:29:00-05:00,239.6499938964844,239.69000244140625,239.30999755859372,239.30999755859372,25276
2024-12-19 10:30:00-05:00,239.32000732421875,239.5399932861328,239.25,239.3500061035156,26984
2024-12-19 10:31:00-05:00,239.30999755859372,239.3300018310547,238.94400024414065,239.1100006103516,19728
2024-12-19 10:32:00-05:00,239.19000244140625,239.42999267578125,239.0019989013672,239.42999267578125,15210
2024-12-19 10:33:00-05:00,239.3600006103516,239.4750061035156,239.0500030517578,239.09500122070312,13602
2024-12-19 10:34:00-05:00,239.1499938964844,239.1699981689453,238.8699951171875,239.0399932861328,22397
2024-12-19 10:35:00-05:00,239.08999633789065,239.22000122070312,238.83999633789065,238.8999938964844,62101
2024-12-19 10:36:00-05:00,238.8999938964844,239.1999969482422,238.7975006103516,238.8800048828125,76511
2024-12-19 10:37:00-05:00,239.0399932861328,239.5,239.0399932861328,239.4600067138672,8575
2024-12-19 10:38:00-05:00,239.5,239.69000244140625,239.5,239.6199951171875,14229
2024-12-19 10:39:00-05:00,239.5800018310547,239.63999938964844,239.3249969482422,239.3249969482422,14291
2024-12-19 10:40:00-05:00,239.38999938964844,239.6999969482422,239.2100067138672,239.58999633789065,10668
2024-12-19 10:41:00-05:00,239.58999633789065,239.58999633789065,239.1000061035156,239.2050018310547,11913
2024-12-19 10:42:00-05:00,239.1300048828125,240.05999755859372,239.08999633789065,240.05999755859372,14802
2024-12-19 10:43:00-05:00,240.0800018310547,240.3500061035156,240.0106964111328,240.12879943847656,18539
2024-12-19 10:44:00-05:00,239.9199981689453,240.25,239.9199981689453,240.07000732421875,4620
2024-12-19 10:45:00-05:00,240.2100067138672,240.27999877929688,239.92149353027344,240.25,8319
2024-12-19 10:46:00-05:00,240.08999633789065,240.2100067138672,239.8999938964844,240.0749969482422,13306
2024-12-19 10:47:00-05:00,240.05999755859372,240.05999755859372,239.7100067138672,239.80499267578125,9611
