,date,pred,prob,label,open,close,low,high
0,2024-12-30 20:00:00,0.0,0.01237236,0.0,139.3699951171875,139.3498992919922,139.2100067138672,139.3780059814453
1,2024-12-30 20:01:00,0.0,0.107438594,0.0,139.33799743652344,139.4154052734375,139.30999755859375,139.43600463867188
2,2024-12-30 20:02:00,0.0,0.026166832,0.0,139.4105987548828,139.44110107421875,139.39999389648438,139.4550018310547
3,2024-12-30 20:03:00,0.0,0.05011765,0.0,139.44920349121094,139.3975067138672,139.35890197753906,139.44920349121094
4,2024-12-30 20:04:00,0.0,0.0017154334,0.0,139.40069580078125,139.38499450683594,139.32009887695312,139.4550018310547
5,2024-12-30 20:05:00,0.0,0.034784846,0.0,139.37730407714844,139.25999450683594,139.25,139.398193359375
6,2024-12-30 20:06:00,0.0,0.0031717208,0.0,139.25999450683594,139.13499450683594,139.05999755859375,139.25999450683594
7,2024-12-30 20:07:00,0.0,0.05524953,0.0,139.1300048828125,139.02999877929688,139.0,139.2100067138672
8,2024-12-30 20:08:00,0.0,0.08068357,0.0,139.0489959716797,139.17019653320312,139.0489959716797,139.2480010986328
9,2024-12-30 20:09:00,0.0,0.028882097,0.0,139.1779022216797,139.16009521484375,139.08999633789062,139.22000122070312
10,2024-12-30 20:10:00,0.0,0.003905495,0.0,139.16000366210938,139.24000549316406,139.1407928466797,139.27000427246094
11,2024-12-30 20:11:00,0.0,0.046247635,0.0,139.22999572753906,139.0500030517578,139.0500030517578,139.22999572753906
12,2024-12-30 20:12:00,0.0,0.004733915,0.0,139.0500030517578,139.16000366210938,139.00999450683594,139.16000366210938
13,2024-12-30 20:13:00,0.0,0.031829286,0.0,139.1300048828125,139.25050354003906,139.1300048828125,139.26400756835938
14,2024-12-30 20:14:00,0.0,0.08684085,0.0,139.2550048828125,139.23919677734375,139.2100067138672,139.2899932861328
15,2024-12-30 20:15:00,0.0,0.007384159,0.0,139.2382049560547,139.2301025390625,139.17999267578125,139.2574005126953
16,2024-12-30 20:16:00,0.0,0.005769517,0.0,139.22999572753906,139.25,139.15109252929688,139.26499938964844
17,2024-12-30 20:17:00,0.0,0.012557733,0.0,139.25979614257812,139.3699951171875,139.25979614257812,139.38999938964844
18,2024-12-30 20:18:00,0.0,0.20920616,1.0,139.36500549316406,139.37930297851562,139.36000061035156,139.4499969482422
19,2024-12-30 20:19:00,0.0,0.011073962,0.0,139.38999938964844,139.38999938964844,139.3699951171875,139.47000122070312
20,2024-12-30 20:20:00,0.0,0.016886383,0.0,139.38999938964844,139.29989624023438,139.2899932861328,139.39999389648438
21,2024-12-30 20:21:00,0.0,0.003395768,0.0,139.3000030517578,139.2519989013672,139.15499877929688,139.3000030517578
22,2024-12-30 20:22:00,0.0,0.009061436,0.0,139.25,139.2100067138672,139.17999267578125,139.27000427246094
23,2024-12-30 20:23:00,0.0,0.0021438673,0.0,139.2100067138672,139.06320190429688,139.0500030517578,139.22999572753906
24,2024-12-30 20:24:00,0.0,0.0029922868,0.0,139.07000732421875,139.0500030517578,139.01499938964844,139.13999938964844
25,2024-12-30 20:25:00,0.0,0.042194214,1.0,139.05999755859375,139.0399932861328,139.02999877929688,139.13999938964844
26,2024-12-30 20:26:00,0.0,0.01459825,0.0,139.02999877929688,139.01870727539062,138.97999572753906,139.0800018310547
27,2024-12-30 20:27:00,0.0,0.034512877,0.0,139.01190185546875,138.80990600585938,138.75999450683594,139.03500366210938
28,2024-12-30 20:28:00,0.0,0.08419847,0.0,138.80999755859375,138.72500610351562,138.61000061035156,138.83999633789062
29,2024-12-30 20:29:00,0.0,0.26872474,0.0,138.6999969482422,138.5998992919922,138.57000732421875,138.75
30,2024-12-30 20:30:00,0.0,0.32685137,0.0,138.60000610351562,138.80499267578125,138.5998992919922,138.8249969482422
31,2024-12-30 20:31:00,0.0,0.41846707,1.0,138.79200744628906,138.60000610351562,138.52999877929688,138.81500244140625
32,2024-12-30 20:32:00,0.0,0.37083623,0.0,138.58999633789062,138.58639526367188,138.55059814453125,138.66000366210938
33,2024-12-30 20:33:00,0.0,0.047861088,0.0,138.58999633789062,138.57400512695312,138.5399932861328,138.69000244140625
34,2024-12-30 20:34:00,0.0,0.021486325,0.0,138.57460021972656,138.52000427246094,138.4600067138672,138.63999938964844
35,2024-12-30 20:35:00,0.0,0.23630664,0.0,138.5399932861328,138.375,138.35000610351562,138.5968017578125
36,2024-12-30 20:36:00,0.0,0.08819673,0.0,138.37989807128906,138.35000610351562,138.32000732421875,138.5
37,2024-12-30 20:37:00,0.0,0.17793281,0.0,138.35000610351562,138.48989868164062,138.35000610351562,138.52999877929688
38,2024-12-30 20:38:00,0.0,0.46616533,0.0,138.49000549316406,138.3936004638672,138.3699951171875,138.56500244140625
39,2024-12-30 20:39:00,0.0,0.27014408,0.0,138.38999938964844,138.36990356445312,138.27999877929688,138.4499969482422
40,2024-12-30 20:40:00,0.0,0.24028638,0.0,138.3699951171875,138.64999389648438,138.36000061035156,138.64999389648438
41,2024-12-30 20:41:00,1.0,0.6146978,1.0,138.643798828125,138.47999572753906,138.4490966796875,138.77000427246094
42,2024-12-30 20:42:00,0.0,0.34908968,0.0,138.48989868164062,138.431396484375,138.39999389648438,138.5
43,2024-12-30 20:43:00,0.0,0.03605647,0.0,138.43499755859375,138.5,138.41000366210938,138.52000427246094
44,2024-12-30 20:44:00,0.0,0.04660738,0.0,138.49000549316406,138.5399932861328,138.47000122070312,138.6199951171875
45,2024-12-30 20:45:00,0.0,0.23221111,0.0,138.5399932861328,138.64129638671875,138.5399932861328,138.72999572753906
46,2024-12-30 20:46:00,0.0,0.27824,0.0,138.64219665527344,138.47000122070312,138.44000244140625,138.6999969482422
47,2024-12-30 20:47:00,0.0,0.03709251,0.0,138.47000122070312,138.39990234375,138.36000061035156,138.52999877929688
48,2024-12-30 20:48:00,0.0,0.17153828,0.0,138.39999389648438,138.5050048828125,138.39999389648438,138.55999755859375
49,2024-12-30 20:49:00,0.0,0.024961013,0.0,138.5,138.35000610351562,138.35000610351562,138.55999755859375
50,2024-12-30 20:50:00,0.0,0.016663548,0.0,138.3699951171875,138.4801025390625,138.1999969482422,138.5800018310547
51,2024-12-30 20:51:00,1.0,0.5360927,0.0,138.46499633789062,138.46119689941406,138.27999877929688,138.49989318847656
52,2024-12-30 20:52:00,0.0,0.053683214,0.0,138.46499633789062,138.61990356445312,138.39010620117188,138.6699981689453
53,2024-12-30 20:53:00,0.0,0.274536,1.0,138.60000610351562,138.46080017089844,138.44000244140625,138.60569763183594
54,2024-12-30 20:54:00,0.0,0.018576728,0.0,138.47000122070312,138.4600067138672,138.44000244140625,138.6300048828125
55,2024-12-30 20:55:00,0.0,0.09666702,0.0,138.46499633789062,138.28500366210938,138.1999969482422,138.55999755859375
56,2024-12-30 20:56:00,0.0,0.39451742,0.0,138.27999877929688,137.91000366210938,137.8699951171875,138.32000732421875
57,2024-12-30 20:57:00,0.0,0.40815997,1.0,137.9149932861328,137.96499633789062,137.8699951171875,138.02000427246094
58,2024-12-30 20:58:00,1.0,0.74133325,0.0,137.96910095214844,137.75,137.69000244140625,137.9691925048828
59,2024-12-30 20:59:00,0.0,0.08530533,0.0,137.74000549316406,137.41000366210938,137.3800048828125,137.7899932861328
60,2024-12-31 20:59:00,1.0,0.5124894,,,,,
