date,Open,High,Low,Close,Volume
2024-10-10 09:30:00-04:00,415.2250061035156,416.25,413.1499938964844,414.7900085449219,1005392
2024-10-10 09:35:00-04:00,414.69000244140625,414.9200134277344,413.9307861328125,414.4450073242187,229688
2024-10-10 09:40:00-04:00,414.44000244140625,415.3200073242187,414.1199951171875,415.2799987792969,195723
2024-10-10 09:45:00-04:00,415.2749938964844,415.7000122070313,414.5,414.8399963378906,208065
2024-10-10 09:50:00-04:00,414.760009765625,415.3900146484375,414.6799926757813,415.0815124511719,208386
2024-10-10 09:55:00-04:00,415.0700073242187,415.6700134277344,414.8699951171875,414.8999938964844,202799
2024-10-10 10:00:00-04:00,414.94000244140625,415.7550048828125,414.7900085449219,414.9949951171875,139007
2024-10-10 10:05:00-04:00,415.0299987792969,415.2300109863281,414.510498046875,415.0799865722656,126995
2024-10-10 10:10:00-04:00,415.1000061035156,415.6400146484375,414.9599914550781,415.3699951171875,105174
2024-10-10 10:15:00-04:00,415.3699951171875,415.5201110839844,414.91009521484375,414.9299926757813,145890
2024-10-10 10:20:00-04:00,414.989990234375,414.989990234375,414.2999877929687,414.8200073242187,133159
2024-10-10 10:25:00-04:00,414.8200073242187,415.2049865722656,414.4949951171875,415.1300048828125,106264
2024-10-10 10:30:00-04:00,415.125,415.4599914550781,414.5700073242187,414.6000061035156,108580
2024-10-10 10:35:00-04:00,414.6000061035156,414.6400146484375,414.1000061035156,414.4800109863281,136250
2024-10-10 10:40:00-04:00,414.4599914550781,414.989990234375,414.2000122070313,414.7900085449219,132055
2024-10-10 10:45:00-04:00,414.760009765625,415.0010070800781,414.7200012207031,414.7900085449219,150033
2024-10-10 10:50:00-04:00,414.7699890136719,414.9800109863281,414.1000061035156,414.2699890136719,110206
2024-10-10 10:55:00-04:00,414.2799987792969,414.44000244140625,413.8900146484375,414.3699951171875,178811
2024-10-10 11:00:00-04:00,414.375,414.5499877929687,414.1000061035156,414.3999938964844,83886
2024-10-10 11:05:00-04:00,414.44000244140625,415.0199890136719,414.3500061035156,415.0,121890
2024-10-10 11:10:00-04:00,415.0450134277344,415.3699951171875,414.7900085449219,415.3699951171875,268081
2024-10-10 11:15:00-04:00,415.3450012207031,415.489990234375,415.1799926757813,415.385009765625,96867
2024-10-10 11:20:00-04:00,415.3999938964844,415.5499877929687,415.1499938964844,415.45989990234375,78345
2024-10-10 11:25:00-04:00,415.4599914550781,416.0799865722656,415.4299926757813,415.989990234375,147127
2024-10-10 11:30:00-04:00,415.9696044921875,416.1799926757813,415.6607971191406,416.1700134277344,95880
2024-10-10 11:35:00-04:00,416.1600036621094,416.18499755859375,415.7799987792969,415.9549865722656,97159
2024-10-10 11:40:00-04:00,415.9500122070313,415.9500122070313,415.4100036621094,415.75,73850
2024-10-10 11:45:00-04:00,415.7799072265625,416.2000122070313,415.7401123046875,416.1700134277344,92042
