Date,Open,High,Low,Close,Volume,ticker
1980-12-12,0.09931866824626923,0.0997504645788449,0.09931866824626923,0.09931866824626923,469033600,AAPL
1980-12-15,0.094568950860877,0.094568950860877,0.09413715451955795,0.09413715451955795,175884800,AAPL
1980-12-16,0.08765947781863051,0.08765947781863051,0.08722768723964691,0.08722768723964691,105728000,AAPL
1980-12-17,0.08938664942979813,0.0898184457634152,0.08938664942979813,0.08938664942979813,86441600,AAPL
1980-12-18,0.09197816997766495,0.09240996045904341,0.09197816997766495,0.09197816997766495,73449600,AAPL
1980-12-19,0.09759148955345154,0.09802328586437631,0.09759148955345154,0.09759148955345154,48630400,AAPL
1980-12-22,0.10234121233224867,0.10277378115374752,0.10234121233224867,0.10234121233224869,37363200,AAPL
1980-12-23,0.1066599115729332,0.10709170782141796,0.1066599115729332,0.1066599115729332,46950400,AAPL
1980-12-24,0.11227326840162277,0.11270506480467968,0.11227326840162277,0.11227326840162277,48003200,AAPL
1980-12-26,0.12263707816600801,0.12306887454339062,0.12263707816600801,0.122637078166008,55574400,AAPL
1980-12-29,0.1243642047047615,0.12479600091743133,0.1243642047047615,0.1243642047047615,93161600,AAPL
1980-12-30,0.12177346775443183,0.12177346775443183,0.12134168297052382,0.12134168297052383,68880000,AAPL
1980-12-31,0.11831918916412777,0.11831918916412777,0.11788739264011383,0.11788739264011383,35750400,AAPL
1981-01-02,0.11918269097805023,0.12004628344855205,0.11918269097805023,0.11918269097805023,21660800,AAPL
1981-01-05,0.1170237599397248,0.1170237599397248,0.11659197509288788,0.11659197509288788,35728000,AAPL
1981-01-06,0.11184148295113701,0.11184148295113701,0.11140968650579453,0.11140968650579453,45158400,AAPL
1981-01-07,0.10709170782141796,0.10709170782141796,0.1066599115729332,0.1066599115729332,55686400,AAPL
1981-01-08,0.10493277149066388,0.10493277149066388,0.10450098663568497,0.10450098663568497,39827200,AAPL
1981-01-09,0.11011426150798798,0.1105460577682717,0.11011426150798798,0.11011426150798798,21504000,AAPL
1981-01-12,0.1101142831231237,0.1101142831231237,0.10925070196390152,0.10925070196390152,23699200,AAPL
1981-01-13,0.10579635743892969,0.10579635743892969,0.10536456108093262,0.10536456108093262,23049600,AAPL
1981-01-14,0.10579635202884674,0.10622814836476314,0.10579635202884674,0.10579635202884674,14291200,AAPL
1981-01-15,0.10795534402132034,0.10881892533702488,0.10795534402132034,0.10795534402132034,14067200,AAPL
1981-01-16,0.10752349874796006,0.10752349874796006,0.10709170252084732,0.10709170252084732,13395200,AAPL
1981-01-19,0.11356862634420396,0.11400042267222418,0.11356862634420396,0.11356862634420395,41574400,AAPL
1981-01-20,0.1105460577682717,0.1105460577682717,0.11011426150798798,0.11011426150798798,30083200,AAPL
1981-01-21,0.11227326840162277,0.11313684967686888,0.11227326840162277,0.11227326840162277,15904000,AAPL
1981-01-22,0.11356862634420396,0.11443221900024442,0.11356862634420396,0.11356862634420395,35548800,AAPL
1981-01-23,0.11356860930779458,0.11400040557104112,0.11313681304454803,0.11313681304454803,11222400,AAPL
1981-01-26,0.11184148295113701,0.11184148295113701,0.11140968650579453,0.11140968650579453,24640000,AAPL
1981-01-27,0.11140964091288985,0.11140964091288985,0.1105460599064827,0.1105460599064827,23699200,AAPL
1981-01-28,0.10752349874796006,0.10752349874796006,0.10709170252084732,0.10709170252084732,28156800,AAPL
1981-01-29,0.10363742520954854,0.10363742520954854,0.10320562869310379,0.10320562869310379,43904000,AAPL
1981-01-30,0.09845508217530108,0.09845508217530108,0.09759148955345154,0.09759148955345154,46188800,AAPL
1981-02-02,0.09240996045904341,0.09240996045904341,0.09197816997766495,0.09197816997766495,23766400,AAPL
1981-02-03,0.09543254971504211,0.09586434034493765,0.09543254971504211,0.09543254971504211,19152000,AAPL
1981-02-04,0.0988868996500969,0.09931868452256744,0.0988868996500969,0.0988868996500969,27865600,AAPL
1981-02-05,0.0988868996500969,0.0997504809259057,0.0988868996500969,0.0988868996500969,7929600,AAPL
1981-02-06,0.09931866824626923,0.0997504645788449,0.09931866824626923,0.09931866824626923,13865600,AAPL
1981-02-09,0.095000741436763,0.095000741436763,0.09413715451955795,0.09413715451955795,16755200,AAPL
1981-02-10,0.09413715451955795,0.094568950860877,0.09413715451955795,0.09413715451955795,18345600,AAPL
1981-02-11,0.09154639355789318,0.09154639355789318,0.0911146029829979,0.0911146029829979,13843200,AAPL
