Date,^HSI
2018-11-12,26183.529296875
2018-11-19,25927.6796875
2018-11-26,26506.75
2018-12-03,26063.759765625
2018-12-10,26094.7890625
2018-12-17,25753.419921875
2018-12-24,25504.19921875
2018-12-31,25626.029296875
2019-01-07,26667.26953125
2019-01-14,27090.810546875
2019-01-21,27569.189453125
2019-01-28,27930.740234375
2019-02-04,27946.3203125
2019-02-11,27900.83984375
2019-02-18,28816.30078125
2019-02-25,28812.169921875
2019-03-04,28228.419921875
2019-03-11,29012.259765625
2019-03-18,29113.359375
2019-03-25,29051.359375
2019-04-01,29936.3203125
2019-04-08,29909.759765625
2019-04-15,29963.259765625
2019-04-22,29605.009765625
2019-04-29,30081.55078125
2019-05-06,28550.240234375
2019-05-13,27946.4609375
2019-05-20,27353.9296875
2019-05-27,26901.08984375
2019-06-03,26965.279296875
2019-06-10,27118.349609375
2019-06-17,28473.7109375
2019-06-24,28542.619140625
2019-07-01,28774.830078125
2019-07-08,28471.619140625
2019-07-15,28765.400390625
2019-07-22,28397.740234375
2019-07-29,26918.580078125
2019-08-05,25939.30078125
2019-08-12,25734.220703125
2019-08-19,26179.330078125
2019-08-26,25724.73046875
2019-09-02,26690.759765625
2019-09-09,27352.689453125
2019-09-16,26435.669921875
2019-09-23,25954.810546875
2019-09-30,25821.029296875
2019-10-07,26308.439453125
2019-10-14,26719.580078125
2019-10-21,26667.390625
2019-10-28,27100.759765625
2019-11-04,27651.140625
2019-11-11,26326.66015625
2019-11-18,26595.080078125
2019-11-25,26346.490234375
2019-12-02,26498.369140625
2019-12-09,27687.759765625
2019-12-16,27871.349609375
2019-12-23,28225.419921875
2019-12-30,28451.5
2020-01-06,28638.19921875
2020-01-13,29056.419921875
2020-01-20,27949.640625
2020-01-27,26312.630859375
2020-02-03,27404.26953125
2020-02-10,27815.599609375
2020-02-17,27308.810546875
2020-02-24,26129.9296875
2020-03-02,26146.669921875
2020-03-09,24032.91015625
2020-03-16,22805.0703125
2020-03-23,23484.279296875
2020-03-30,23236.109375
2020-04-06,24300.330078125
2020-04-13,24380.0
2020-04-20,23831.330078125
2020-04-27,24643.58984375
2020-05-04,24230.169921875
2020-05-11,23797.470703125
2020-05-18,22930.140625
2020-05-25,22961.470703125
2020-06-01,24770.41015625
2020-06-08,24301.380859375
2020-06-15,24643.890625
2020-06-22,24549.990234375
2020-06-29,25373.119140625
2020-07-06,25727.41015625
2020-07-13,25089.169921875
2020-07-20,24705.330078125
2020-07-27,24595.349609375
2020-08-03,24531.619140625
2020-08-10,25183.009765625
2020-08-17,25113.83984375
2020-08-24,25422.060546875
2020-08-31,24695.44921875
2020-09-07,24503.310546875
2020-09-14,24455.41015625
2020-09-21,23235.419921875
2020-09-28,23459.05078125
2020-10-05,24119.130859375
2020-10-12,24386.7890625
2020-10-19,24918.779296875
2020-10-26,24107.419921875
2020-11-02,25712.970703125
2020-11-09,26156.859375
2020-11-16,26451.5390625
2020-11-23,26894.6796875
2020-11-30,26835.919921875
2020-12-07,26505.869140625
2020-12-14,26498.599609375
2020-12-21,26386.560546875
2020-12-28,27231.130859375
2021-01-04,27878.220703125
2021-01-11,28573.859375
2021-01-18,29447.849609375
2021-01-25,28283.7109375
2021-02-01,29288.6796875
2021-02-08,30173.5703125
2021-02-15,30644.73046875
2021-02-22,28980.2109375
2021-03-01,29098.2890625
2021-03-08,28739.720703125
2021-03-15,28990.939453125
2021-03-22,28336.4296875
2021-03-29,28938.740234375
2021-04-05,28698.80078125
2021-04-12,28969.7109375
2021-04-19,29078.75
2021-04-26,28724.880859375
2021-05-03,28610.650390625
2021-05-10,28027.5703125
2021-05-17,28458.439453125
2021-05-24,29124.41015625
2021-05-31,28918.099609375
2021-06-07,28842.130859375
2021-06-14,28801.26953125
2021-06-21,29288.220703125
2021-06-28,28310.419921875
2021-07-05,27344.5390625
2021-07-12,28004.6796875
2021-07-19,27321.98046875
2021-07-26,25961.029296875
2021-08-02,26179.400390625
2021-08-09,26391.619140625
2021-08-16,24849.720703125
2021-08-23,25407.890625
2021-08-30,25901.990234375
2021-09-06,26205.91015625
2021-09-13,24920.759765625
2021-09-20,24192.16015625
2021-09-27,24575.640625
2021-10-04,24837.849609375
2021-10-11,25330.9609375
2021-10-18,26126.9296875
2021-10-25,25377.240234375
2021-11-01,24870.509765625
2021-11-08,25327.970703125
2021-11-15,25049.970703125
2021-11-22,24080.51953125
2021-11-29,23766.689453125
2021-12-06,23995.720703125
2021-12-13,23192.630859375
2021-12-20,23223.759765625
2021-12-27,23397.669921875
2022-01-03,23493.380859375
2022-01-10,24383.3203125
2022-01-17,24965.55078125
2022-01-24,23550.080078125
2022-01-31,24573.2890625
2022-02-07,24906.66015625
2022-02-14,24327.7109375
2022-02-21,22767.1796875
2022-02-28,21905.2890625
2022-03-07,20553.7890625
2022-03-14,21412.400390625
2022-03-21,21404.880859375
2022-03-28,22039.55078125
2022-04-04,21872.009765625
2022-04-11,21518.080078125
2022-04-18,20638.51953125
2022-04-25,21089.390625
2022-05-02,20001.9609375
2022-05-09,19898.76953125
2022-05-16,20717.240234375
2022-05-23,20697.359375
2022-05-30,21082.130859375
2022-06-06,21806.1796875
2022-06-13,21075.0
2022-06-20,21719.060546875
2022-06-27,21859.7890625
2022-07-04,21725.779296875
2022-07-11,20297.720703125
2022-07-18,20609.140625
2022-07-25,20156.509765625
2022-08-01,20201.939453125
2022-08-08,20175.619140625
2022-08-15,19773.029296875
2022-08-22,20170.0390625
2022-08-29,19452.08984375
2022-09-05,19362.25
2022-09-12,18761.689453125
2022-09-19,17933.26953125
2022-09-26,17222.830078125
2022-10-03,17740.05078125
2022-10-10,16587.689453125
2022-10-17,16211.1201171875
2022-10-24,14863.0595703125
2022-10-31,16161.1396484375
2022-11-07,17325.66015625
2022-11-14,17992.5390625
2022-11-21,17573.580078125
2022-11-28,18675.349609375
2022-12-05,19900.869140625
2022-12-12,19450.669921875
2022-12-19,19593.060546875
2022-12-26,19781.41015625
2023-01-02,20991.640625
2023-01-09,21738.66015625
2023-01-16,22044.650390625
2023-01-23,22688.900390625
2023-01-30,21660.470703125
2023-02-06,21190.419921875
2023-02-13,20719.810546875
2023-02-20,20010.0390625
2023-02-27,20567.5390625
2023-03-06,19319.919921875
2023-03-13,19518.58984375
2023-03-20,19915.6796875
2023-03-27,20400.109375
2023-04-03,20331.19921875
2023-04-10,20438.810546875
2023-04-17,20075.73046875
2023-04-24,19894.5703125
2023-05-01,20049.310546875
2023-05-08,19627.240234375
2023-05-15,19450.5703125
2023-05-22,18746.919921875
2023-05-29,18949.939453125
2023-06-05,19389.94921875
2023-06-12,20040.369140625
2023-06-19,18889.970703125
2023-06-26,18916.4296875
2023-07-03,18365.69921875
2023-07-10,19413.779296875
2023-07-17,19075.259765625
2023-07-24,19916.560546875
2023-07-31,19539.4609375
2023-08-07,19075.189453125
2023-08-14,17950.849609375
2023-08-21,18119.390625
2023-08-28,18382.060546875
2023-09-04,18202.0703125
2023-09-11,18182.890625
2023-09-18,18057.44921875
2023-09-25,17809.66015625
2023-10-02,17485.98046875
2023-10-09,17813.44921875
2023-10-16,17172.130859375
2023-10-23,17398.73046875
2023-10-30,17664.119140625
2023-11-06,17203.259765625
2023-11-13,17454.189453125
2023-11-20,17559.419921875
2023-11-27,16830.30078125
2023-12-04,16334.3701171875
2023-12-11,16792.189453125
2023-12-18,16340.41015625
2023-12-25,17047.390625
2024-01-01,16535.330078125
2024-01-08,16244.580078125
2024-01-15,15308.6904296875
2024-01-22,15952.23046875
2024-01-29,15533.5595703125
2024-02-05,15746.580078125
2024-02-12,16339.9599609375
2024-02-19,16725.859375
2024-02-26,16589.439453125
2024-03-04,16353.3896484375
2024-03-11,16720.890625
2024-03-18,16499.470703125
2024-03-25,16541.419921875
2024-04-01,16723.919921875
2024-04-08,16721.689453125
2024-04-15,16224.1396484375
2024-04-22,17651.150390625
2024-04-29,18475.919921875
2024-05-06,18963.6796875
2024-05-13,19553.609375
2024-05-20,18608.939453125
2024-05-27,18079.609375
2024-06-03,18366.94921875
2024-06-10,17941.779296875
2024-06-17,18335.3203125
