Date,NVDA
2014-06-16,0.45050451159477234
2014-06-23,0.4374152719974518
2014-06-30,0.4486005902290344
2014-07-07,0.45336025953292847
2014-07-14,0.4388432502746582
2014-07-21,0.42337432503700256
2014-07-28,0.42099446058273315
2014-08-04,0.452170193195343
2014-08-11,0.45312243700027466
2014-08-18,0.4540742337703705
2014-08-25,0.4649272561073303
2014-09-01,0.4773572087287903
2014-09-08,0.4570389986038208
2014-09-15,0.45608291029930115
2014-09-22,0.4434138536453247
2014-09-29,0.4357646405696869
2014-10-06,0.4027775228023529
2014-10-13,0.416402667760849
2014-10-20,0.44174066185951233
2014-10-27,0.4670785069465637
2014-11-03,0.47305452823638916
2014-11-10,0.47305452823638916
2014-11-17,0.48883119225502014
2014-11-24,0.5033823251724243
2014-12-01,0.5057827234268188
2014-12-08,0.47121575474739075
2014-12-15,0.4901796579360962
2014-12-22,0.49426037073135376
2014-12-29,0.4832182228565216
2015-01-05,0.47865724563598633
2015-01-12,0.4791373312473297
2015-01-19,0.4971407949924469
2015-01-26,0.46089357137680054
2015-02-02,0.4896996021270752
2015-02-09,0.5355488657951355
2015-02-16,0.5362687706947327
2015-02-23,0.5295476317405701
2015-03-02,0.5433943271636963
2015-03-09,0.5470088124275208
2015-03-16,0.5655637383460999
2015-03-23,0.5152004957199097
2015-03-30,0.5074893236160278
2015-04-06,0.5484545826911926
2015-04-13,0.5349604487419128
2015-04-20,0.5308636426925659
2015-04-27,0.5482138395309448
2015-05-04,0.5019466876983643
2015-05-11,0.5132728815078735
2015-05-18,0.5026699304580688
2015-05-25,0.535741925239563
2015-06-01,0.5388889908790588
2015-06-08,0.5110487937927246
2015-06-15,0.5294477343559265
2015-06-22,0.5020914077758789
2015-06-29,0.49434468150138855
2015-07-06,0.4781246781349182
2015-07-13,0.48587149381637573
2015-07-20,0.4701358377933502
2015-07-27,0.48296651244163513
2015-08-03,0.5563193559646606
2015-08-10,0.5698763132095337
2015-08-17,0.5197637677192688
2015-08-24,0.552582323551178
2015-08-31,0.5287578701972961
2015-09-07,0.5506374835968018
2015-09-14,0.5661962032318115
2015-09-21,0.5739758014678955
2015-09-28,0.6029054522514343
2015-10-05,0.6337802410125732
2015-10-12,0.6772962212562561
2015-10-19,0.6950429677963257
2015-10-26,0.6896945238113403
2015-11-02,0.7670029401779175
2015-11-09,0.7244590520858765
2015-11-16,0.7631129622459412
2015-11-23,0.7660106420516968
2015-11-30,0.8236019015312195
2015-12-07,0.7928541898727417
2015-12-14,0.784312903881073
2015-12-21,0.8094480633735657
2015-12-28,0.8043234944343567
2016-01-04,0.7230614423751831
2016-01-11,0.6615657806396484
2016-01-18,0.6942658424377441
2016-01-25,0.7147645354270935
2016-02-01,0.6449719071388245
2016-02-08,0.6278898119926453
2016-02-15,0.7428280115127563
2016-02-22,0.773087739944458
2016-02-29,0.7943182587623596
2016-03-07,0.7891297936439514
2016-03-14,0.8280719518661499
2016-03-21,0.8444814085960388
2016-03-28,0.8853832483291626
2016-04-04,0.8733819723129272
2016-04-11,0.9093852043151855
2016-04-18,0.8883222341537476
2016-04-25,0.8701981902122498
2016-05-02,0.8652999401092529
2016-05-09,1.003678798675537
2016-05-16,1.0857272148132324
2016-05-23,1.124179482460022
2016-05-30,1.141340970993042
2016-06-06,1.1344654560089111
2016-06-13,1.147234320640564
2016-06-20,1.1229239702224731
2016-06-27,1.1457610130310059
2016-07-04,1.248648762702942
2016-07-11,1.2940762042999268
2016-07-18,1.3424502611160278
2016-07-25,1.4021203517913818
2016-08-01,1.4291315078735352
2016-08-08,1.547980546951294
2016-08-15,1.5288268327713013
2016-08-22,1.5231789350509644
2016-08-29,1.5382864475250244
2016-09-05,1.4642380475997925
2016-09-12,1.5459129810333252
2016-09-19,1.5978206396102905
2016-09-26,1.6856454610824585
2016-10-03,1.644562005996704
2016-10-10,1.6234052181243896
2016-10-17,1.661536693572998
2016-10-24,1.7358309030532837
2016-10-31,1.6622743606567383
2016-11-07,2.1641297340393066
2016-11-14,2.2967281341552734
2016-11-21,2.3164093494415283
2016-11-28,2.179196357727051
2016-12-05,2.262225389480591
2016-12-12,2.4738621711730957
2016-12-19,2.704716920852661
2016-12-26,2.6298184394836426
2017-01-02,2.540137767791748
2017-01-09,2.5482680797576904
2017-01-16,2.562558174133301
2017-01-23,2.7537450790405273
2017-01-30,2.818049430847168
2017-02-06,2.7993252277374268
2017-02-13,2.64189076423645
2017-02-20,2.4997317790985107
2017-02-27,2.428140878677368
2017-03-06,2.445161819458008
2017-03-13,2.6166086196899414
2017-03-20,2.6511454582214355
2017-03-27,2.687161922454834
2017-04-03,2.4750101566314697
2017-04-10,2.3556149005889893
2017-04-17,2.5083136558532715
2017-04-24,2.5729458332061768
2017-05-01,2.56209135055542
2017-05-08,3.1548802852630615
2017-05-15,3.35494327545166
2017-05-22,3.5026931762695312
2017-05-29,3.5471439361572266
2017-06-05,3.6943247318267822
2017-06-12,3.7442080974578857
2017-06-19,3.798783540725708
2017-06-26,3.5698635578155518
2017-07-03,3.6241910457611084
2017-07-10,4.07338809967041
2017-07-17,4.151177406311035
2017-07-24,4.059558391571045
2017-07-31,4.1291985511779785
2017-08-07,3.8513824939727783
2017-08-14,3.9881911277770996
2017-08-21,4.0452351570129395
2017-08-28,4.213162422180176
2017-09-04,4.04583215713501
2017-09-11,4.451673984527588
2017-09-18,4.4242401123046875
2017-09-25,4.418554782867432
2017-10-02,4.481087684631348
2017-10-09,4.809568881988525
2017-10-16,4.866663932800293
2017-10-23,4.9892578125
2017-10-30,5.158071517944336
