date,label,close
2024-12-30 14:38:00,Buy,[135.91000366]
2024-12-30 14:53:00,Sell,[137.73989868]
2024-12-30 14:57:00,Sell,[137.47999573]
2024-12-30 15:04:00,Buy,[137.19999695]
2024-12-30 15:11:00,Buy,[137.75010681]
2024-12-30 15:17:00,Sell,[137.82000732]
2024-12-30 15:21:00,Sell,[137.3999939]
2024-12-30 15:31:00,Buy,[136.82499695]
