date,label,close
2024-12-26 14:47:00,Sell,[139.94500732]
2024-12-26 14:54:00,Buy,[138.61999512]
2024-12-26 15:24:00,Buy,[138.3598938]
2024-12-26 16:06:00,Sell,[139.33000183]
2024-12-26 16:57:00,Buy,[139.48500061]
2024-12-26 17:20:00,Sell,[140.13999939]
