Date,HYG
2019-08-01,67.44988250732422
2019-09-01,67.74356842041016
2019-10-01,67.75218200683594
2019-11-01,68.12718963623047
2019-12-01,69.1985855102539
2020-01-01,69.39419555664062
2020-02-01,68.2129135131836
2020-03-01,61.35801315307617
2020-04-01,64.31708526611328
2020-05-01,66.23929595947266
2020-06-01,65.89869689941406
2020-07-01,69.21207427978516
2020-08-01,69.21116638183594
2020-09-01,68.56519317626953
2020-10-01,68.8248291015625
2020-11-01,71.12957763671875
2020-12-01,72.24634552001953
2021-01-01,72.55863952636719
2021-02-01,72.116455078125
2021-03-01,73.00077056884766
2021-04-01,73.47945404052734
2021-05-01,73.50886535644531
2021-06-01,74.48440551757812
2021-07-01,74.5641098022461
2021-08-01,75.02517700195312
2021-09-01,74.75497436523438
2021-10-01,74.50911712646484
2021-11-01,73.64669799804688
2021-12-01,75.06403350830078
2022-01-01,73.56343078613281
2022-02-01,72.6688461303711
2022-03-01,71.72857666015625
2022-04-01,68.70323181152344
2022-05-01,69.83531188964844
2022-06-01,64.91348266601562
2022-07-01,69.21968841552734
2022-08-01,66.27579498291016
2022-09-01,63.73130798339844
2022-10-01,65.87599182128906
2022-11-01,68.2119369506836
2022-12-01,66.63587951660156
2023-01-01,69.7367935180664
2023-02-01,68.09226989746094
2023-03-01,69.35855865478516
2023-04-01,69.60438537597656
2023-05-01,68.7611312866211
2023-06-01,69.95443725585938
2023-07-01,70.6918716430664
2023-08-01,70.86630249023438
2023-09-01,69.72840118408203
2023-10-01,68.96222686767578
2023-11-01,72.32381439208984
2023-12-01,74.3260726928711
2024-01-01,75.12123107910156
2024-02-01,74.97579956054688
2024-03-01,75.73899841308594
2024-04-01,74.75933074951172
2024-05-01,75.96852111816406
2024-06-01,76.37882995605469
2024-07-01,77.3949966430664
