Date,INTC
2019-08-02,42.68788528442383
2019-08-05,41.18838119506836
2019-08-06,41.457637786865234
2019-08-07,41.25458908081055
2019-08-08,41.64303207397461
2019-08-09,40.592464447021484
2019-08-12,40.25699234008789
2019-08-13,41.3516960144043
2019-08-14,40.495357513427734
2019-08-15,40.34527587890625
2019-08-16,41.051536560058594
2019-08-19,41.69600296020508
2019-08-20,41.13981628417969
2019-08-21,41.62538146972656
2019-08-22,41.29872512817383
2019-08-23,39.691978454589844
2019-08-26,40.221683502197266
2019-08-27,40.42472457885742
2019-08-28,40.42472457885742
2019-08-29,41.378177642822266
2019-08-30,41.85491180419922
2019-09-03,41.47529602050781
2019-09-04,43.187984466552734
2019-09-05,44.22971725463867
2019-09-06,44.95363998413086
2019-09-09,45.545143127441406
2019-09-10,45.74818420410156
2019-09-11,46.604522705078125
2019-09-12,46.79874038696289
2019-09-13,46.38381576538086
2019-09-16,46.083656311035156
2019-09-17,45.862953186035156
2019-09-18,45.67756271362305
2019-09-19,45.52748489379883
2019-09-20,44.77707290649414
2019-09-23,44.93597412109375
2019-09-24,43.9825325012207
2019-09-25,45.041927337646484
2019-09-26,44.95363998413086
2019-09-27,44.830047607421875
2019-09-30,45.492164611816406
2019-10-01,44.81238555908203
2019-10-02,43.60291290283203
2019-10-03,44.16792297363281
2019-10-04,44.95363998413086
2019-10-07,44.68878936767578
2019-10-08,43.903072357177734
2019-10-09,44.56519317626953
2019-10-10,45.12137222290039
2019-10-11,45.98654556274414
2019-10-14,45.58927917480469
2019-10-15,46.480934143066406
2019-10-16,46.30436706542969
2019-10-17,45.78350830078125
2019-10-18,45.342079162597656
2019-10-21,46.0218620300293
2019-10-22,45.915916442871094
2019-10-23,45.65990447998047
2019-10-24,46.11014938354492
2019-10-25,49.844505310058594
2019-10-28,50.109352111816406
2019-10-29,49.73857116699219
2019-10-30,49.96810531616211
2019-10-31,49.90630340576172
2019-11-01,49.88865280151367
2019-11-04,50.859764099121094
2019-11-05,50.80679702758789
2019-11-06,51.13079833984375
2019-11-07,51.5302619934082
2019-11-08,51.725555419921875
2019-11-11,51.79655456542969
2019-11-12,51.66341018676758
2019-11-13,51.38822555541992
2019-11-14,51.31721496582031
2019-11-15,51.45036315917969
2019-11-18,51.70779800415039
2019-11-19,51.79655456542969
2019-11-20,51.39710235595703
2019-11-21,51.6811637878418
2019-11-22,51.139678955078125
2019-11-25,52.20490264892578
2019-11-26,52.2847900390625
2019-11-27,51.9385986328125
2019-11-29,51.5302619934082
2019-12-02,51.184059143066406
2019-12-03,49.77263259887695
2019-12-04,49.72825241088867
2019-12-05,49.78152084350586
2019-12-06,50.429527282714844
2019-12-09,50.18096160888672
2019-12-10,50.234230041503906
2019-12-11,50.66032409667969
2019-12-12,51.0864143371582
2019-12-13,51.29946517944336
2019-12-16,51.219566345214844
2019-12-17,50.86449432373047
2019-12-18,50.74909591674805
2019-12-19,51.45036315917969
2019-12-20,52.32917404174805
2019-12-23,52.577735900878906
2019-12-24,52.73750686645508
2019-12-26,53.101463317871094
2019-12-27,53.33226776123047
2019-12-30,52.9239387512207
2019-12-31,53.12809371948242
2020-01-02,54.00690460205078
2020-01-03,53.35001754760742
2020-01-06,53.1991081237793
2020-01-07,52.31142807006836
2020-01-08,52.3469352722168
2020-01-09,52.639862060546875
2020-01-10,52.32030487060547
2020-01-13,52.897300720214844
2020-01-14,52.75526809692383
2020-01-15,52.32030487060547
2020-01-16,52.959434509277344
2020-01-17,52.90617752075195
2020-01-21,53.749481201171875
2020-01-22,55.68463897705078
2020-01-23,56.208370208740234
2020-01-24,60.77997589111328
2020-01-27,58.312198638916016
2020-01-28,59.750240325927734
2020-01-29,58.880306243896484
2020-01-30,59.004581451416016
2020-01-31,56.74985885620117
2020-02-03,57.18482971191406
2020-02-04,58.1080207824707
2020-02-05,59.7768669128418
2020-02-06,59.848243713378906
2020-02-07,58.89373779296875
2020-02-10,59.22378921508789
2020-02-11,60.133705139160156
2020-02-12,60.17830276489258
2020-02-13,60.16046142578125
2020-02-14,60.00880432128906
2020-02-18,59.00078582763672
2020-02-19,59.8660774230957
2020-02-20,58.38526153564453
2020-02-21,57.39506912231445
2020-02-24,55.09355926513672
2020-02-25,53.28268814086914
2020-02-26,53.21131896972656
2020-02-27,49.80365753173828
2020-02-28,49.52711486816406
2020-03-02,51.89999771118164
2020-03-03,49.92854690551758
2020-03-04,52.34602737426758
2020-03-05,50.81168746948242
2020-03-06,49.75012969970703
2020-03-09,45.361202239990234
2020-03-10,48.15334701538086
2020-03-11,46.08377456665039
2020-03-12,40.62437438964844
2020-03-13,48.55477523803711
2020-03-16,39.79475021362305
2020-03-17,44.67432403564453
2020-03-18,42.4709358215332
2020-03-19,40.98119354248047
2020-03-20,40.88306427001953
2020-03-23,44.22828674316406
2020-03-24,46.743900299072266
2020-03-25,45.72694778442383
2020-03-26,49.544960021972656
2020-03-27,46.717132568359375
2020-03-30,49.50035858154297
2020-03-31,48.278228759765625
2020-04-01,46.28002166748047
2020-04-02,48.48340606689453
2020-04-03,48.28715896606445
2020-04-06,52.123016357421875
2020-04-07,52.09624481201172
2020-04-08,52.6136360168457
2020-04-09,50.972251892089844
2020-04-13,52.363868713378906
2020-04-14,54.11229705810547
2020-04-15,52.515506744384766
2020-04-16,54.228267669677734
2020-04-17,53.84467697143555
2020-04-20,52.792057037353516
2020-04-21,50.27644729614258
2020-04-22,53.61274337768555
2020-04-23,52.66716003417969
2020-04-24,52.8634147644043
2020-04-27,53.050758361816406
2020-04-28,52.408477783203125
