Date,JPY=X
2018-01-15,110.76000213623047
2018-01-22,109.7040023803711
2018-01-29,110.0999984741211
2018-02-05,108.79199981689453
2018-02-12,106.30999755859375
2018-02-19,106.87000274658203
2018-02-26,105.74500274658203
2018-03-05,106.40599822998047
2018-03-12,106.30899810791016
2018-03-19,104.7300033569336
2018-03-26,106.2699966430664
2018-04-02,106.92500305175781
2018-04-09,107.33999633789062
2018-04-16,107.62000274658203
2018-04-23,109.01000213623047
2018-04-30,109.11000061035156
2018-05-07,109.4000015258789
2018-05-14,110.75
2018-05-21,109.38999938964844
2018-05-28,109.52999877929688
2018-06-04,109.54000091552734
2018-06-11,110.66999816894531
2018-06-18,109.9520034790039
2018-06-25,110.73699951171875
2018-07-02,110.44999694824219
2018-07-09,112.37999725341797
2018-07-16,111.43000030517578
2018-07-23,111.04000091552734
2018-07-30,111.26000213623047
2018-08-06,110.87000274658203
2018-08-13,110.48999786376953
2018-08-20,111.36699676513672
2018-08-27,111.03500366210938
2018-09-03,111.0
2018-09-10,112.01200103759766
2018-09-17,112.55999755859375
2018-09-24,113.68299865722656
2018-10-01,113.69000244140625
2018-10-08,112.08000183105469
2018-10-15,112.18499755859375
2018-10-22,111.89199829101562
2018-10-29,113.19999694824219
2018-11-05,113.82499694824219
2018-11-12,112.80999755859375
2018-11-19,112.95999908447266
2018-11-26,113.44999694824219
2018-12-03,112.68900299072266
2018-12-10,113.55999755859375
2018-12-17,111.06700134277344
2018-12-24,110.2699966430664
2018-12-31,108.5250015258789
2019-01-07,108.54499816894531
2019-01-14,109.15299987792969
2019-01-21,109.54000091552734
2019-01-28,109.4800033569336
2019-02-04,109.73200225830078
2019-02-11,110.48999786376953
2019-02-18,110.69000244140625
2019-02-25,111.91000366210938
2019-03-04,111.16000366210938
2019-03-11,111.75299835205078
2019-03-18,109.91999816894531
2019-03-25,110.87000274658203
2019-04-01,111.65799713134766
2019-04-08,112.0199966430664
2019-04-15,111.98899841308594
2019-04-22,111.58000183105469
2019-04-29,111.49500274658203
2019-05-06,109.80699920654297
2019-05-13,109.87100219726562
2019-05-20,109.27999877929688
2019-05-27,109.35700225830078
2019-06-03,108.4540023803711
2019-06-10,108.55999755859375
2019-06-17,107.2770004272461
2019-06-24,107.74700164794922
2019-07-01,108.45999908447266
2019-07-08,107.91000366210938
2019-07-15,107.70999908447266
2019-07-22,108.66600036621094
2019-07-29,107.43099975585938
2019-08-05,105.8740005493164
2019-08-12,106.08300018310547
2019-08-19,105.4000015258789
2019-08-26,106.43800354003906
2019-09-02,106.91000366210938
2019-09-09,108.08000183105469
2019-09-16,108.04100036621094
2019-09-23,107.93699645996094
2019-09-30,106.9219970703125
2019-10-07,108.37300109863281
2019-10-14,108.58100128173828
2019-10-21,108.66000366210938
2019-10-28,108.18000030517578
2019-11-04,109.27400207519531
2019-11-11,108.68599700927734
2019-11-18,108.62200164794922
2019-11-25,109.44999694824219
2019-12-02,108.57499694824219
2019-12-09,109.30999755859375
2019-12-16,109.41999816894531
2019-12-23,109.4800033569336
2019-12-30,108.0199966430664
2020-01-06,109.4729995727539
2020-01-13,110.08699798583984
2020-01-20,109.27999877929688
2020-01-27,108.31999969482422
2020-02-03,109.697998046875
2020-02-10,109.78299713134766
2020-02-17,111.55000305175781
2020-02-24,108.13600158691406
2020-03-02,105.30999755859375
2020-03-09,107.93000030517578
2020-03-16,110.99099731445312
2020-03-23,107.91000366210938
2020-03-30,108.4000015258789
2020-04-06,108.36599731445312
2020-04-13,107.55000305175781
2020-04-20,107.44999694824219
2020-04-27,106.92500305175781
2020-05-04,106.6709976196289
2020-05-11,107.08399963378906
2020-05-18,107.59100341796875
2020-05-25,107.76000213623047
2020-06-01,109.5530014038086
2020-06-08,107.35600280761719
2020-06-15,106.86299896240234
2020-06-22,107.16999816894531
2020-06-29,107.41100311279297
2020-07-06,106.88999938964844
2020-07-13,107.02999877929688
2020-07-20,106.10099792480469
2020-07-27,105.83399963378906
2020-08-03,105.89800262451172
2020-08-10,106.58000183105469
2020-08-17,105.71700286865234
2020-08-24,105.3499984741211
2020-08-31,106.23400115966797
2020-09-07,106.12999725341797
2020-09-14,104.55599975585938
2020-09-21,105.58100128173828
2020-09-28,105.31999969482422
2020-10-05,105.62000274658203
2020-10-12,105.37999725341797
2020-10-19,104.72699737548828
2020-10-26,104.55400085449219
2020-11-02,103.32599639892578
2020-11-09,104.64399719238281
2020-11-16,103.83000183105469
2020-11-23,104.0009994506836
2020-11-30,104.1240005493164
2020-12-07,104.00900268554688
2020-12-14,103.2969970703125
2020-12-21,103.26200103759766
2020-12-28,103.23500061035156
2021-01-04,103.9260025024414
2021-01-11,103.79000091552734
2021-01-18,103.75
2021-01-25,104.68000030517578
2021-02-01,105.30500030517578
2021-02-08,104.95099639892578
2021-02-15,105.4000015258789
2021-02-22,106.52999877929688
2021-03-01,108.38999938964844
2021-03-08,108.93000030517578
2021-03-15,108.91899871826172
2021-03-22,109.5989990234375
2021-03-29,110.69000244140625
2021-04-05,109.6500015258789
2021-04-12,108.7699966430664
2021-04-19,107.88999938964844
2021-04-26,109.21099853515625
2021-05-03,108.56999969482422
2021-05-10,109.3499984741211
2021-05-17,108.88999938964844
2021-05-24,109.83899688720703
2021-05-31,109.5199966430664
2021-06-07,109.64600372314453
2021-06-14,110.22000122070312
2021-06-21,110.76000213623047
2021-06-28,111.0199966430664
2021-07-05,110.08999633789062
2021-07-12,110.02999877929688
2021-07-19,110.5250015258789
2021-07-26,109.66999816894531
2021-08-02,110.19999694824219
2021-08-09,109.56999969482422
2021-08-16,109.77999877929688
2021-08-23,109.77400207519531
2021-08-30,109.68900299072266
2021-09-06,109.88999938964844
2021-09-13,109.81800079345703
2021-09-20,110.32599639892578
2021-09-27,111.04100036621094
2021-10-04,112.19000244140625
2021-10-11,114.25800323486328
2021-10-18,113.33599853515625
2021-10-25,113.83499908447266
2021-11-01,113.41000366210938
2021-11-08,113.92900085449219
2021-11-15,113.75299835205078
2021-11-22,113.71900177001953
2021-11-29,112.79000091552734
2021-12-06,113.37999725341797
2021-12-13,113.69999694824219
2021-12-20,114.4000015258789
2021-12-27,115.10299682617188
2022-01-03,115.51000213623047
2022-01-10,114.22000122070312
2022-01-17,113.65699768066406
2022-01-24,115.19999694824219
2022-01-31,115.20999908447266
2022-02-07,115.66000366210938
2022-02-14,114.9739990234375
2022-02-21,115.52999877929688
2022-02-28,114.80000305175781
2022-03-07,117.33899688720703
2022-03-14,119.20800018310547
2022-03-21,122.06999969482422
2022-03-28,122.4020004272461
2022-04-04,124.28500366210938
2022-04-11,126.41000366210938
2022-04-18,128.3209991455078
2022-04-25,129.6820068359375
2022-05-02,130.46299743652344
2022-05-09,129.25
2022-05-16,127.91999816894531
2022-05-23,127.08000183105469
2022-05-30,130.8300018310547
2022-06-06,134.39999389648438
2022-06-13,134.94500732421875
2022-06-20,135.16099548339844
2022-06-27,135.0800018310547
2022-07-04,136.05999755859375
2022-07-11,138.4459991455078
2022-07-18,136.0800018310547
2022-07-25,133.22999572753906
2022-08-01,134.97999572753906
2022-08-08,133.43299865722656
2022-08-15,136.89700317382812
2022-08-22,137.5500030517578
2022-08-29,140.20199584960938
2022-09-05,142.5
2022-09-12,142.78599548339844
2022-09-19,143.3730010986328
2022-09-26,144.6840057373047
2022-10-03,145.35000610351562
2022-10-10,148.77000427246094
2022-10-17,147.67999267578125
2022-10-24,147.42999267578125
2022-10-31,146.6199951171875
2022-11-07,138.8000030517578
2022-11-14,140.33999633789062
2022-11-21,139.1199951171875
2022-11-28,134.30999755859375
2022-12-05,136.5800018310547
2022-12-12,136.6999969482422
2022-12-19,132.75999450683594
2022-12-26,131.11000061035156
2023-01-02,132.0800018310547
2023-01-09,127.87000274658203
2023-01-16,129.5500030517578
2023-01-23,129.8699951171875
2023-01-30,131.17999267578125
2023-02-06,131.41000366210938
2023-02-13,134.11000061035156
2023-02-20,136.47000122070312
2023-02-27,135.83999633789062
2023-03-06,135.0
2023-03-13,131.8300018310547
2023-03-20,130.7449951171875
2023-03-27,132.77000427246094
2023-04-03,132.13999938964844
2023-04-10,133.8000030517578
2023-04-17,134.16000366210938
2023-04-24,136.32000732421875
2023-05-01,134.8300018310547
2023-05-08,135.72999572753906
2023-05-15,137.9600067138672
2023-05-22,140.64999389648438
2023-05-29,139.97000122070312
2023-06-05,139.38999938964844
2023-06-12,141.83999633789062
2023-06-19,143.7100067138672
2023-06-26,144.2899932861328
2023-07-03,142.10000610351562
2023-07-10,138.6999969482422
2023-07-17,141.78500366210938
2023-07-24,141.13999938964844
2023-07-31,141.75
2023-08-07,144.89999389648438
2023-08-14,145.41000366210938
2023-08-21,146.42999267578125
2023-08-28,146.19900512695312
2023-09-04,147.77999877929688
2023-09-11,147.77000427246094
2023-09-18,148.27999877929688
2023-09-25,149.3699951171875
2023-10-02,149.22000122070312
2023-10-09,149.55499267578125
2023-10-16,149.85000610351562
2023-10-23,149.65699768066406
2023-10-30,149.36500549316406
2023-11-06,151.52000427246094
2023-11-13,149.52999877929688
2023-11-20,149.4600067138672
2023-11-27,146.80999755859375
2023-12-04,144.85899353027344
2023-12-11,142.1199951171875
2023-12-18,142.41000366210938
2023-12-25,141.02000427246094
2024-01-01,144.6300048828125
2024-01-08,144.86000061035156
2024-01-15,148.13499450683594
2024-01-22,148.17999267578125
2024-01-29,148.3699951171875
2024-02-05,149.3300018310547
2024-02-12,150.22000122070312
2024-02-19,150.47999572753906
2024-02-26,150.08999633789062
2024-03-04,147.05999755859375
2024-03-11,149.04100036621094
2024-03-18,151.41299438476562
2024-03-25,151.33999633789062
2024-04-01,151.60000610351562
2024-04-08,153.27000427246094
2024-04-15,154.6199951171875
2024-04-22,158.08999633789062
2024-04-29,153.0399932861328
2024-05-06,155.75999450683594
2024-05-13,155.66000366210938
2024-05-20,156.9499969482422
2024-05-27,157.25999450683594
2024-06-03,156.7100067138672
2024-06-10,157.41000366210938
2024-06-17,159.5780029296875
