Date,SPY
2019-08-01,270.30120849609375
2019-09-01,274.2940673828125
2019-10-01,281.6518859863281
2019-11-01,291.84722900390625
2019-12-01,298.85760498046875
2020-01-01,300.2056579589844
2020-02-01,276.4396057128906
2020-03-01,240.50601196289062
2020-04-01,272.64019775390625
2020-05-01,285.6301574707031
2020-06-01,289.42205810546875
2020-07-01,307.8154602050781
2020-08-01,329.29986572265625
2020-09-01,315.7059631347656
2020-10-01,309.0665588378906
2020-11-01,342.68585205078125
2020-12-01,353.873291015625
2021-01-01,351.76025390625
2021-02-01,361.5410461425781
2021-03-01,376.7209777832031
2021-04-01,397.95257568359375
2021-05-01,400.56561279296875
2021-06-01,408.2137756347656
2021-07-01,419.5473327636719
2021-08-01,432.0329895019531
2021-09-01,410.58258056640625
2021-10-01,440.7981262207031
2021-11-01,437.2564392089844
2021-12-01,455.8769226074219
2022-01-01,433.3505859375
2022-02-01,420.5592956542969
2022-03-01,435.0168762207031
2022-04-01,398.0686950683594
2022-05-01,398.9672546386719
2022-06-01,364.49371337890625
2022-07-01,399.7785339355469
2022-08-01,383.466796875
2022-09-01,346.5931396484375
2022-10-01,376.3020935058594
2022-11-01,397.2213134765625
2022-12-01,372.6190490722656
2023-01-01,397.8708190917969
2023-02-01,387.8671875
2023-03-01,400.7192077636719
2023-04-01,408.67437744140625
2023-05-01,410.5609130859375
2023-06-01,435.54730224609375
2023-07-01,451.47503662109375
2023-08-01,444.1376953125
2023-09-01,421.5831604003906
2023-10-01,413.8859558105469
2023-11-01,451.6918640136719
2023-12-01,470.4068298339844
2024-01-01,479.8363342285156
2024-02-01,504.8774719238281
2024-03-01,519.7730102539062
2024-04-01,500.36578369140625
2024-05-01,525.6741333007812
2024-06-01,542.4699096679688
2024-07-01,555.0800170898438
