Date,Open,High,Low,Close,Volume,ticker
2007-04-11,36.567054748535156,36.58107214853006,36.567054748535156,36.567054748535156,1900,HYG
2007-04-12,36.59159851074219,36.59159851074219,36.56706871976539,36.59159851074219,6100,HYG
2007-04-13,36.5810837288508,36.61612590315839,36.52501678466797,36.52501678466797,3400,HYG
2007-04-16,36.53902608867428,36.53902608867428,36.4969765551691,36.51099395751953,7600,HYG
2007-04-17,36.49694755158915,36.58455424150005,36.49344253540039,36.49344253540039,28100,HYG
2007-04-18,36.510996397059245,36.539028530087,36.49697899377222,36.50398635864258,6300,HYG
2007-04-19,36.514493028657725,36.644151983613014,36.46543346160348,36.63013458251953,47500,HYG
2007-04-20,36.633653022494464,36.633653022494464,36.602113190092545,36.60912322998047,4900,HYG
2007-04-23,36.65115934738681,36.675691804459824,36.602099780332566,36.63013458251953,1700,HYG
2007-04-24,36.65115936652087,36.90346723924349,36.59158741700189,36.882442474365234,398500,HYG
2007-04-25,36.89296510424907,36.93852233886719,36.89296510424907,36.93852233886719,16300,HYG
2007-04-26,36.945516860796246,37.005088806152344,36.896457297144664,37.005088806152344,48200,HYG
2007-04-27,36.973551661038776,37.005088806152344,36.973551661038776,37.005088806152344,8300,HYG
2007-04-30,36.99107971985777,37.015609507196686,36.91048299297834,37.008602142333984,15500,HYG
2007-05-01,36.99207858219788,37.048304175728184,36.99207858219788,37.01316452026367,8600,HYG
2007-05-02,37.02019061748811,37.034247015581556,36.96747979488364,36.999107360839844,4700,HYG
2007-05-03,37.02723017418549,37.06588460915389,36.96748979588053,37.00263214111328,17200,HYG
2007-05-04,37.02019271369587,37.051820281442936,36.970996658075066,37.04830551147461,4600,HYG
2007-05-07,37.00965251720148,37.04479217529297,37.00262565797681,37.04479217529297,4200,HYG
2007-05-08,37.08696289415034,37.09047766439881,37.05533532388243,37.072906494140625,16100,HYG
2007-05-09,37.104527186532465,37.10804195638338,36.953426935733326,36.974510192871094,9400,HYG
2007-05-10,37.14317187290636,37.18182628817955,37.07640734914798,37.1080322265625,17400,HYG
2007-05-11,37.12208270691364,37.17127874015363,37.093969921924284,37.129112243652344,12200,HYG
2007-05-14,37.13967819735709,37.14319028704442,37.09048213188957,37.1256217956543,11600,HYG
2007-05-15,37.14319640852549,37.22402006139076,37.09751510620117,37.09751510620117,39400,HYG
2007-05-16,37.1888540333558,37.199395658652485,37.185339264595896,37.19588088989258,78100,HYG
2007-05-17,37.20995798787381,37.22401438975149,37.139678659469894,37.185359954833984,14500,HYG
