Date,Open,High,Low,Close,Volume,ticker
1993-01-29,24.858350609986914,24.858350609986914,24.734677223867575,24.840682983398438,1003200,SPY
1993-02-01,24.858357724496873,25.017366409301754,24.858357724496873,25.017366409301758,480500,SPY
1993-02-02,24.99968778087355,25.088025900240595,24.946684909253324,25.070358276367188,201300,SPY
1993-02-03,25.105680581416046,25.353027188129502,25.088012966650798,25.335359573364258,529400,SPY
1993-02-04,25.42370048628913,25.494370953241983,25.141018618477712,25.441368103027344,531500,SPY
1993-02-05,25.42371940612793,25.476722295786292,25.282378367038962,25.42371940612793,492100,SPY
1993-02-08,25.42371940612793,25.512057555558535,25.388384146355687,25.42371940612793,596100,SPY
1993-02-09,25.3353760187404,25.3353760187404,25.19403500887295,25.247037887573242,122100,SPY
1993-02-10,25.247022938011913,25.30002578532754,25.176352474924403,25.282358169555664,379600,SPY
1993-02-11,25.31770398321669,25.51204783793782,25.31770398321669,25.406042098999023,19500,SPY
1993-02-12,25.370707142327998,25.370707142327998,25.211698532104492,25.211698532104492,42500,SPY
1993-02-16,25.141030428822653,25.141030428822653,24.540331177536657,24.575666427612305,374800,SPY
1993-02-17,24.57566628215982,24.611001532026332,24.46966053256028,24.557998657226562,210900,SPY
1993-02-18,24.84068050892599,24.84068050892599,24.20464601509858,24.54033088684082,378100,SPY
1993-02-19,24.54033161201641,24.628669738769528,24.50499636131516,24.62866973876953,34900,SPY
1993-02-22,24.6993447767998,24.752347662586924,24.62867426241697,24.717012405395508,513600,SPY
1993-02-23,24.78769234833287,24.805359983648863,24.575680724541,24.69935417175293,373700,SPY
1993-02-24,24.717016671336975,25.017366409301754,24.717016671336975,25.017366409301758,26300,SPY
1993-02-25,24.99968778087355,25.088025900240595,24.946684909253324,25.070358276367188,44500,SPY
1993-02-26,25.1233595325274,25.1233595325274,24.982018550628514,25.10569190979004,66200,SPY
1993-03-01,25.1940159928908,25.1940159928908,24.999672251010157,25.03500747680664,66500,SPY
1993-03-02,25.05268963586969,25.40604209899902,25.017354389556754,25.406042098999023,182400,SPY
1993-03-03,25.441378226240584,25.5297163450817,25.40604297870414,25.512048721313477,280100,SPY
1993-03-04,25.547380867110654,25.547380867110654,25.370704650878906,25.370704650878906,89500,SPY
1993-03-05,25.406031635220494,25.512037330499577,25.282358324061562,25.300025939941406,40000,SPY
1993-03-08,25.35304485123014,25.865406036376953,25.35304485123014,25.865406036376953,50800,SPY
1993-03-09,25.81240052765081,25.83006815292641,25.724062401272814,25.77706527709961,169300,SPY
1993-03-10,25.777056194362824,25.830059051513672,25.671050480061126,25.830059051513672,194400,SPY
1993-03-11,25.847731804815012,25.918402295053742,25.72405844689724,25.7593936920166,70900,SPY
1993-03-12,25.547385733241597,25.565053358230006,25.33537423338067,25.494382858276367,643600,SPY
1993-03-15,25.47671814227926,25.618059158325195,25.47671814227926,25.618059158325195,310800,SPY
1993-03-16,25.618059158325195,25.68872966634816,25.618059158325195,25.618059158325195,30800,SPY
1993-03-17,25.582728357467282,25.582728357467282,25.423719686737165,25.459054946899414,21800,SPY
1993-03-18,25.56505627730797,25.724064920359645,25.56505627730797,25.618059158325195,59300,SPY
1993-03-19,25.721285516234587,25.721285516234587,25.579277038574215,25.57927703857422,66900,SPY
1993-03-22,25.33077234666163,25.490531948007074,25.313021279845465,25.437278747558594,183400,SPY
1993-03-23,25.508288714214952,25.526039784997284,25.455035501867947,25.490537643432617,55200,SPY
1993-03-24,25.455035501867947,25.597044068126625,25.330778006391604,25.490537643432617,37200,SPY
1993-03-25,25.50828290893132,25.703544643098507,25.472780775446378,25.650291442871094,110100,SPY
1993-03-26,25.632548752308885,25.650299824852038,25.490540171963683,25.508291244506836,101500,SPY
1993-03-29,25.526030825312898,25.739043599933034,25.526030825312898,25.61478614807129,87100,SPY
1993-03-30,25.650283171542366,25.685785293579105,25.61478104950563,25.6857852935791,56000,SPY
1993-03-31,25.75680038642092,25.827804660401405,25.668045043945316,25.668045043945312,111600,SPY
1993-04-01,25.70353445652704,25.70353445652704,25.526023859451577,25.57927703857422,129500,SPY
1993-04-02,25.366277897467775,25.366277897467775,25.046758651733402,25.0467586517334,59400,SPY
1993-04-05,25.24202288424515,25.24202288424515,25.10001431668259,25.171018600463867,172200,SPY
1993-04-06,25.224269309846484,25.224269309846484,25.029007548827263,25.100011825561523,129700,SPY
1993-04-07,25.135520886669198,25.18877410888672,25.082267664451678,25.18877410888672,28000,SPY
1993-04-08,25.295265880199747,25.295265880199747,25.046750987341643,25.153257369995117,180800,SPY
1993-04-12,25.401784809247932,25.526042317049985,25.366282664161634,25.508291244506836,348500,SPY
1993-04-13,25.49054203033447,25.65030169486999,25.47279095649719,25.561546325683594,146100,SPY
1993-04-14,25.57928468919099,25.597035754207777,25.50828042912384,25.526031494140625,119600,SPY
1993-04-15,25.50828042912384,25.57928468919099,25.419525104039902,25.526031494140625,148600,SPY
1993-04-16,25.543782559157414,25.57928468919099,25.49052936410705,25.526031494140625,47900,SPY
1993-04-19,25.52603153676294,25.59703579694865,25.401774081437946,25.419525146484375,157000,SPY
1993-04-20,25.384018600196168,25.419520724112527,25.13550373278166,25.295263290405273,279500,SPY
1993-04-21,25.348527318975897,25.348527318975897,25.206518762567068,25.277523040771484,67900,SPY
1993-04-22,25.17100913968907,25.384021910969935,24.957996368408203,24.957996368408203,97700,SPY
1993-04-23,24.904741302217758,24.975745553970338,24.815985987527032,24.85148811340332,106000,SPY
1993-04-26,24.86925911130967,24.958014497145893,24.585241876633756,24.656246185302734,62600,SPY
1993-04-27,24.620734324822056,24.92250251770019,24.620734324822056,24.922502517700195,156800,SPY
1993-04-28,24.887013775037918,24.940267014214175,24.83376053586166,24.8692626953125,85900,SPY
1993-04-29,24.92249867453504,24.975751876831055,24.780490135079,24.975751876831055,85000,SPY
1993-04-30,25.064508469245215,25.15326381085019,25.01125526428223,25.011255264282227,88500,SPY
1993-05-03,25.046761103846627,25.171018600463867,24.940254678174707,25.171018600463867,80500,SPY
1993-05-04,25.224274922824623,25.348532434759722,25.188772776557453,25.259777069091797,149100,SPY
1993-05-05,25.25976052447976,25.41952007804288,25.25976052447976,25.330764770507812,109000,SPY
1993-05-06,25.295272859339978,25.313023928013198,25.224268584647092,25.242019653320312,54700,SPY
1993-05-07,25.259778405176743,25.259778405176743,25.153271960741705,25.18877410888672,68000,SPY
1993-05-10,25.224268584647092,25.38402820270608,25.224268584647092,25.242019653320312,113900,SPY
1993-05-11,25.242000595862123,25.34850692749023,25.170996374776717,25.348506927490234,42600,SPY
1993-05-12,25.241999322535445,25.330754594414966,25.241999322535445,25.313003540039062,31000,SPY
1993-05-13,25.206517015813176,25.206517015813176,24.993504195961233,25.011255264282227,129100,SPY
1993-05-14,25.011252729730174,25.082256995818835,24.975750596685845,24.993501663208008,63500,SPY
1993-05-17,25.064507157095594,25.082258224487305,24.958000752745328,25.082258224487305,34000,SPY
1993-05-18,25.100020124959542,25.11777120001255,24.975762599588453,25.064517974853516,105200,SPY
1993-05-19,25.064496307055375,25.579277038574215,24.904736769687457,25.57927703857422,50200,SPY
1993-05-20,25.579287175901207,25.650291442871094,25.526033975673794,25.650291442871094,98200,SPY
1993-05-21,25.668040057134363,25.703542187227217,25.401774081437946,25.419525146484375,221400,SPY
1993-05-24,25.472778299090265,25.614786819224566,25.472778299090265,25.526031494140625,30500,SPY
1993-05-25,25.632530217696857,25.632530217696857,25.579277038574215,25.57927703857422,191800,SPY
