Date,Open_^HSI,High_^HSI,Low_^HSI,Close_^HSI,Volume_^HSI
2024-12-18 10:28:00+08:00,19861.48046875,19862.0390625,19845.30078125,19849.66015625,0
2024-12-18 10:29:00+08:00,19849.44921875,19855.890625,19847.98046875,19849.9296875,0
2024-12-18 10:30:00+08:00,19848.369140625,19851.189453125,19844.349609375,19845.390625,0
2024-12-18 10:31:00+08:00,19846.58984375,19860.16015625,19839.640625,19860.16015625,0
2024-12-18 10:32:00+08:00,19858.5390625,19879.869140625,19858.5390625,19877.029296875,0
2024-12-18 10:33:00+08:00,19877.9296875,19877.9296875,19861.73046875,19862.259765625,0
2024-12-18 10:34:00+08:00,19861.400390625,19861.400390625,19849.73046875,19850.7109375,0
2024-12-18 10:35:00+08:00,19848.330078125,19857.19921875,19846.0390625,19857.19921875,0
2024-12-18 10:36:00+08:00,19856.009765625,19860.2890625,19852.1796875,19859.869140625,0
2024-12-18 10:37:00+08:00,19862.220703125,19869.130859375,19858.759765625,19863.939453125,0
2024-12-18 10:38:00+08:00,19863.109375,19880.080078125,19863.109375,19874.330078125,0
2024-12-18 10:39:00+08:00,19877.0390625,19881.140625,19872.3203125,19872.470703125,0
2024-12-18 10:40:00+08:00,19876.3203125,19879.0703125,19870.890625,19870.890625,0
2024-12-18 10:41:00+08:00,19872.109375,19873.7890625,19868.609375,19871.189453125,0
2024-12-18 10:42:00+08:00,19873.9296875,19873.9296875,19868.240234375,19870.9609375,0
2024-12-18 10:43:00+08:00,19870.05078125,19871.279296875,19860.669921875,19867.099609375,0
2024-12-18 10:44:00+08:00,19866.259765625,19879.9296875,19864.220703125,19879.9296875,0
2024-12-18 10:45:00+08:00,19879.69921875,19888.869140625,19879.349609375,19888.58984375,0
2024-12-18 10:46:00+08:00,19888.189453125,19888.189453125,19877.189453125,19877.189453125,0
2024-12-18 10:47:00+08:00,19877.439453125,19878.19921875,19856.0,19856.83984375,0
2024-12-18 10:48:00+08:00,19856.4609375,19860.869140625,19853.66015625,19857.279296875,0
2024-12-18 10:49:00+08:00,19856.05078125,19866.810546875,19856.05078125,19863.2109375,0
2024-12-18 10:50:00+08:00,19863.880859375,19868.380859375,19860.5,19860.55078125,0
2024-12-18 10:51:00+08:00,19861.880859375,19863.669921875,19858.91015625,19860.130859375,0
2024-12-18 10:52:00+08:00,19859.119140625,19865.33984375,19858.119140625,19863.990234375,0
2024-12-18 10:53:00+08:00,19860.890625,19861.140625,19853.630859375,19858.16015625,0
2024-12-18 10:54:00+08:00,19858.98046875,19862.640625,19855.05078125,19861.19921875,0
2024-12-18 10:55:00+08:00,19860.0,19862.779296875,19855.23046875,19862.779296875,0
2024-12-18 10:56:00+08:00,19862.240234375,19862.900390625,19857.9296875,19861.939453125,0
2024-12-18 10:57:00+08:00,19860.359375,19861.58984375,19854.529296875,19859.4296875,0
2024-12-18 10:58:00+08:00,19858.26953125,19860.259765625,19854.060546875,19854.900390625,0
2024-12-18 10:59:00+08:00,19853.48046875,19870.19921875,19853.48046875,19870.19921875,0
2024-12-18 11:00:00+08:00,19867.55078125,19870.759765625,19858.650390625,19858.650390625,0
2024-12-18 11:01:00+08:00,19860.279296875,19860.91015625,19853.58984375,19856.08984375,0
2024-12-18 11:02:00+08:00,19855.30078125,19858.26953125,19853.75,19858.19921875,0
2024-12-18 11:03:00+08:00,19859.419921875,19869.259765625,19857.310546875,19865.830078125,0
2024-12-18 11:04:00+08:00,19867.849609375,19872.689453125,19866.16015625,19870.779296875,0
2024-12-18 11:05:00+08:00,19869.630859375,19874.55078125,19867.470703125,19867.470703125,0
2024-12-18 11:06:00+08:00,19866.619140625,19866.619140625,19843.5703125,19845.439453125,0
2024-12-18 11:07:00+08:00,19844.109375,19844.619140625,19839.0703125,19841.5390625,0
2024-12-18 11:08:00+08:00,19840.599609375,19842.990234375,19829.330078125,19829.330078125,0
2024-12-18 11:09:00+08:00,19830.19921875,19834.25,19827.58984375,19832.779296875,0
2024-12-18 11:10:00+08:00,19834.16015625,19834.16015625,19817.009765625,19817.259765625,0
2024-12-18 11:11:00+08:00,19817.599609375,19819.140625,19806.98046875,19809.66015625,0
2024-12-18 11:12:00+08:00,19808.279296875,19815.5,19804.0390625,19814.4296875,0
2024-12-18 11:13:00+08:00,19814.529296875,19819.830078125,19813.849609375,19816.7109375,0
2024-12-18 11:14:00+08:00,19819.16015625,19829.880859375,19819.16015625,19829.880859375,0
2024-12-18 11:15:00+08:00,19824.439453125,19835.349609375,19823.94921875,19832.19921875,0
2024-12-18 11:16:00+08:00,19831.26953125,19839.900390625,19831.16015625,19837.310546875,0
2024-12-18 11:17:00+08:00,19838.0390625,19841.91015625,19833.330078125,19840.099609375,0
2024-12-18 11:18:00+08:00,19840.369140625,19840.970703125,19836.44921875,19840.1796875,0
2024-12-18 11:19:00+08:00,19840.5703125,19845.08984375,19836.23046875,19840.060546875,0
2024-12-18 11:20:00+08:00,19839.650390625,19840.689453125,19835.869140625,19837.69921875,0
2024-12-18 11:21:00+08:00,19840.83984375,19841.58984375,19832.990234375,19836.169921875,0
2024-12-18 11:22:00+08:00,19836.869140625,19838.599609375,19832.349609375,19837.9609375,0
2024-12-18 11:23:00+08:00,19837.650390625,19839.380859375,19833.470703125,19837.619140625,0
2024-12-18 11:24:00+08:00,19836.83984375,19839.609375,19833.509765625,19839.609375,0
2024-12-18 11:25:00+08:00,19838.810546875,19838.810546875,19826.990234375,19833.94921875,0
2024-12-18 11:26:00+08:00,19830.5390625,19834.060546875,19829.599609375,19830.939453125,0
2024-12-18 11:27:00+08:00,19830.66015625,19834.91015625,19830.080078125,19832.900390625,0
2024-12-18 11:28:00+08:00,19835.630859375,19835.76953125,19830.01953125,19835.76953125,0
2024-12-18 11:29:00+08:00,19834.6796875,19835.91015625,19829.9609375,19831.490234375,0
2024-12-18 11:30:00+08:00,19831.810546875,19834.189453125,19828.380859375,19832.1796875,0
2024-12-18 11:31:00+08:00,19830.8203125,19834.259765625,19829.599609375,19831.419921875,0
2024-12-18 11:32:00+08:00,19829.1796875,19830.26953125,19825.419921875,19825.419921875,0
2024-12-18 11:33:00+08:00,19824.44921875,19824.44921875,19810.830078125,19811.7890625,0
2024-12-18 11:34:00+08:00,19812.5,19812.5,19803.130859375,19807.890625,0
2024-12-18 11:35:00+08:00,19805.5,19810.2109375,19802.220703125,19810.2109375,0
2024-12-18 11:36:00+08:00,19812.7109375,19813.720703125,19806.5,19812.689453125,0
2024-12-18 11:37:00+08:00,19812.390625,19816.689453125,19810.44921875,19812.05078125,0
2024-12-18 11:38:00+08:00,19813.130859375,19826.470703125,19812.3203125,19823.060546875,0
2024-12-18 11:39:00+08:00,19821.2890625,19823.869140625,19818.169921875,19823.0703125,0
2024-12-18 11:40:00+08:00,19821.880859375,19824.240234375,19819.25,19823.900390625,0
2024-12-18 11:41:00+08:00,19821.859375,19822.98046875,19817.05078125,19820.41015625,0
2024-12-18 11:42:00+08:00,19818.0703125,19824.2109375,19817.66015625,19821.30078125,0
2024-12-18 11:43:00+08:00,19820.390625,19823.390625,19818.08984375,19823.220703125,0
2024-12-18 11:44:00+08:00,19821.08984375,19822.30078125,19804.66015625,19808.26953125,0
2024-12-18 11:45:00+08:00,19807.439453125,19810.970703125,19805.310546875,19808.76953125,0
2024-12-18 11:46:00+08:00,19808.060546875,19810.98046875,19803.58984375,19810.98046875,0
2024-12-18 11:47:00+08:00,19812.080078125,19812.4609375,19806.48046875,19809.73046875,0
2024-12-18 11:48:00+08:00,19808.890625,19812.400390625,19805.580078125,19809.19921875,0
2024-12-18 11:49:00+08:00,19811.7109375,19812.8203125,19805.0703125,19810.599609375,0
2024-12-18 11:50:00+08:00,19813.16015625,19815.759765625,19805.7890625,19812.48046875,0
2024-12-18 11:51:00+08:00,19812.5,19815.91015625,19808.4296875,19811.810546875,0
2024-12-18 11:52:00+08:00,19811.830078125,19815.220703125,19808.73046875,19815.220703125,0
2024-12-18 11:53:00+08:00,19813.400390625,19816.560546875,19809.91015625,19813.119140625,0
2024-12-18 11:54:00+08:00,19812.130859375,19818.119140625,19809.0703125,19813.759765625,0
2024-12-18 11:55:00+08:00,19813.8203125,19816.5,19810.619140625,19812.23046875,0
2024-12-18 11:56:00+08:00,19810.9609375,19816.58984375,19810.9609375,19816.58984375,0
2024-12-18 11:57:00+08:00,19815.8203125,19816.869140625,19811.970703125,19815.48046875,0
2024-12-18 11:58:00+08:00,19814.94921875,19817.580078125,19810.890625,19813.130859375,0
2024-12-18 11:59:00+08:00,19814.0390625,19817.279296875,19807.3203125,19817.279296875,0
2024-12-18 12:00:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:01:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:02:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:03:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:04:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:05:00+08:00,19815.30078125,19815.30078125,19815.30078125,19815.30078125,0
2024-12-18 12:06:00+08:00,,,,,0
2024-12-18 12:07:00+08:00,,,,,0
2024-12-18 12:08:00+08:00,,,,,0
2024-12-18 12:09:00+08:00,,,,,0
2024-12-18 12:10:00+08:00,,,,,0
2024-12-18 12:11:00+08:00,,,,,0
2024-12-18 12:12:00+08:00,,,,,0
2024-12-18 12:13:00+08:00,,,,,0
2024-12-18 12:14:00+08:00,,,,,0
2024-12-18 12:15:00+08:00,,,,,0
2024-12-18 12:16:00+08:00,,,,,0
2024-12-18 12:17:00+08:00,,,,,0
2024-12-18 12:18:00+08:00,,,,,0
2024-12-18 12:19:00+08:00,,,,,0
2024-12-18 12:20:00+08:00,,,,,0
2024-12-18 12:21:00+08:00,,,,,0
2024-12-18 12:22:00+08:00,,,,,0
2024-12-18 12:23:00+08:00,,,,,0
2024-12-18 12:24:00+08:00,,,,,0
2024-12-18 12:25:00+08:00,,,,,0
2024-12-18 12:26:00+08:00,,,,,0
2024-12-18 12:27:00+08:00,,,,,0
2024-12-18 12:28:00+08:00,,,,,0
2024-12-18 12:29:00+08:00,,,,,0
2024-12-18 12:30:00+08:00,,,,,0
2024-12-18 12:31:00+08:00,,,,,0
2024-12-18 12:32:00+08:00,,,,,0
2024-12-18 12:33:00+08:00,,,,,0
2024-12-18 12:34:00+08:00,,,,,0
2024-12-18 12:35:00+08:00,,,,,0
2024-12-18 12:36:00+08:00,,,,,0
2024-12-18 12:37:00+08:00,,,,,0
2024-12-18 12:38:00+08:00,,,,,0
2024-12-18 12:39:00+08:00,,,,,0
2024-12-18 12:40:00+08:00,,,,,0
2024-12-18 12:41:00+08:00,,,,,0
2024-12-18 12:42:00+08:00,,,,,0
2024-12-18 12:43:00+08:00,,,,,0
2024-12-18 12:44:00+08:00,,,,,0
2024-12-18 12:45:00+08:00,,,,,0
2024-12-18 12:46:00+08:00,,,,,0
2024-12-18 12:47:00+08:00,,,,,0
2024-12-18 12:48:00+08:00,,,,,0
2024-12-18 12:49:00+08:00,,,,,0
2024-12-18 12:50:00+08:00,,,,,0
2024-12-18 12:51:00+08:00,,,,,0
2024-12-18 12:52:00+08:00,,,,,0
2024-12-18 12:53:00+08:00,,,,,0
2024-12-18 12:54:00+08:00,,,,,0
2024-12-18 12:55:00+08:00,,,,,0
2024-12-18 12:56:00+08:00,,,,,0
2024-12-18 12:57:00+08:00,,,,,0
2024-12-18 12:58:00+08:00,,,,,0
2024-12-18 12:59:00+08:00,,,,,0
2024-12-18 13:00:00+08:00,19814.759765625,19817.609375,19808.529296875,19812.419921875,0
2024-12-18 13:01:00+08:00,19810.51953125,19826.640625,19809.48046875,19822.66015625,0
2024-12-18 13:02:00+08:00,19822.3203125,19846.080078125,19822.3203125,19844.830078125,0
2024-12-18 13:03:00+08:00,19845.8203125,19850.609375,19844.369140625,19848.650390625,0
2024-12-18 13:04:00+08:00,19845.80078125,19848.8203125,19841.9296875,19844.130859375,0
2024-12-18 13:05:00+08:00,19847.619140625,19847.869140625,19841.599609375,19844.41015625,0
2024-12-18 13:06:00+08:00,19843.509765625,19846.55078125,19839.609375,19845.19921875,0
2024-12-18 13:07:00+08:00,19843.849609375,19847.369140625,19840.509765625,19845.890625,0
2024-12-18 13:08:00+08:00,19845.91015625,19850.2109375,19842.439453125,19847.7109375,0
2024-12-18 13:09:00+08:00,19846.91015625,19849.580078125,19843.759765625,19848.509765625,0
2024-12-18 13:10:00+08:00,19850.69921875,19850.69921875,19841.7890625,19843.30078125,0
2024-12-18 13:11:00+08:00,19844.30078125,19859.150390625,19843.73046875,19859.150390625,0
2024-12-18 13:12:00+08:00,19857.029296875,19865.669921875,19856.6796875,19860.849609375,0
2024-12-18 13:13:00+08:00,19864.44921875,19871.6796875,19860.119140625,19869.69921875,0
2024-12-18 13:14:00+08:00,19869.30078125,19880.9609375,19867.23046875,19876.6796875,0
2024-12-18 13:15:00+08:00,19875.779296875,19883.25,19875.779296875,19880.439453125,0
2024-12-18 13:16:00+08:00,19879.0390625,19880.720703125,19875.44921875,19876.2890625,0
2024-12-18 13:17:00+08:00,19876.009765625,19879.2890625,19874.2890625,19875.419921875,0
2024-12-18 13:18:00+08:00,19877.41015625,19879.869140625,19871.25,19871.369140625,0
2024-12-18 13:19:00+08:00,19872.689453125,19879.310546875,19871.69921875,19876.0703125,0
2024-12-18 13:20:00+08:00,19878.08984375,19886.849609375,19878.08984375,19886.849609375,0
2024-12-18 13:21:00+08:00,19888.060546875,19941.330078125,19886.109375,19941.330078125,0
2024-12-18 13:22:00+08:00,19940.810546875,19953.529296875,19940.810546875,19947.390625,0
2024-12-18 13:23:00+08:00,19944.880859375,19944.880859375,19917.599609375,19923.609375,0
2024-12-18 13:24:00+08:00,19923.490234375,19923.490234375,19917.279296875,19917.73046875,0
2024-12-18 13:25:00+08:00,19919.44921875,19919.44921875,19907.48046875,19907.580078125,0
2024-12-18 13:26:00+08:00,19905.630859375,19907.369140625,19896.419921875,19899.439453125,0
2024-12-18 13:27:00+08:00,19896.30078125,19899.0703125,19893.1796875,19895.01953125,0
2024-12-18 13:28:00+08:00,19895.25,19910.890625,19895.25,19904.58984375,0
2024-12-18 13:29:00+08:00,19904.279296875,19917.390625,19904.279296875,19917.2890625,0
2024-12-18 13:30:00+08:00,19914.400390625,19919.869140625,19913.599609375,19915.58984375,0
2024-12-18 13:31:00+08:00,19913.970703125,19915.58984375,19905.689453125,19905.990234375,0
2024-12-18 13:32:00+08:00,19904.33984375,19904.33984375,19877.580078125,19877.580078125,0
2024-12-18 13:33:00+08:00,19878.140625,19878.310546875,19868.060546875,19868.060546875,0
2024-12-18 13:34:00+08:00,19867.9609375,19867.9609375,19860.44921875,19864.919921875,0
2024-12-18 13:35:00+08:00,19865.810546875,19870.91015625,19863.890625,19870.91015625,0
2024-12-18 13:36:00+08:00,19868.9609375,19871.279296875,19865.23046875,19867.439453125,0
2024-12-18 13:37:00+08:00,19868.529296875,19868.529296875,19862.150390625,19864.0390625,0
2024-12-18 13:38:00+08:00,19863.830078125,19863.830078125,19854.599609375,19854.599609375,0
2024-12-18 13:39:00+08:00,19853.689453125,19858.640625,19851.759765625,19858.05078125,0
2024-12-18 13:40:00+08:00,19859.9296875,19863.419921875,19858.109375,19859.529296875,0
2024-12-18 13:41:00+08:00,19858.689453125,19865.689453125,19855.880859375,19864.4296875,0
2024-12-18 13:42:00+08:00,19863.16015625,19871.900390625,19862.900390625,19869.83984375,0
2024-12-18 13:43:00+08:00,19869.55078125,19873.2109375,19866.7109375,19873.2109375,0
2024-12-18 13:44:00+08:00,19871.0390625,19871.0390625,19866.91015625,19868.099609375,0
2024-12-18 13:45:00+08:00,19868.9296875,19876.109375,19865.869140625,19876.01953125,0
2024-12-18 13:46:00+08:00,19876.470703125,19885.01953125,19874.390625,19883.58984375,0
2024-12-18 13:47:00+08:00,19883.69921875,19887.740234375,19879.640625,19881.83984375,0
2024-12-18 13:48:00+08:00,19879.349609375,19887.849609375,19879.349609375,19884.359375,0
2024-12-18 13:49:00+08:00,19884.990234375,19886.060546875,19875.240234375,19875.240234375,0
2024-12-18 13:50:00+08:00,19876.0390625,19881.689453125,19874.099609375,19880.66015625,0
2024-12-18 13:51:00+08:00,19879.08984375,19879.9609375,19874.119140625,19875.580078125,0
2024-12-18 13:52:00+08:00,19874.890625,19877.509765625,19870.169921875,19877.509765625,0
2024-12-18 13:53:00+08:00,19877.51953125,19877.94921875,19872.259765625,19875.94921875,0
2024-12-18 13:54:00+08:00,19875.970703125,19878.419921875,19874.109375,19876.6796875,0
2024-12-18 13:55:00+08:00,19876.8203125,19889.140625,19873.859375,19888.130859375,0
2024-12-18 13:56:00+08:00,19886.8203125,19887.169921875,19877.23046875,19880.029296875,0
2024-12-18 13:57:00+08:00,19879.650390625,19879.859375,19869.6796875,19870.4609375,0
2024-12-18 13:58:00+08:00,19871.919921875,19871.919921875,19855.5703125,19856.5,0
2024-12-18 13:59:00+08:00,19856.439453125,19857.759765625,19848.0,19851.060546875,0
2024-12-18 14:00:00+08:00,19850.779296875,19858.380859375,19849.890625,19855.380859375,0
2024-12-18 14:01:00+08:00,19855.759765625,19861.130859375,19855.509765625,19855.8203125,0
2024-12-18 14:02:00+08:00,19854.580078125,19858.369140625,19853.759765625,19854.0,0
2024-12-18 14:03:00+08:00,19854.5703125,19857.740234375,19850.810546875,19853.9609375,0
2024-12-18 14:04:00+08:00,19853.830078125,19853.830078125,19844.33984375,19846.33984375,0
2024-12-18 14:05:00+08:00,19845.41015625,19848.359375,19840.630859375,19848.359375,0
2024-12-18 14:06:00+08:00,19849.8203125,19858.130859375,19849.8203125,19853.859375,0
2024-12-18 14:07:00+08:00,19854.25,19858.41015625,19851.9609375,19857.939453125,0
2024-12-18 14:08:00+08:00,19856.55078125,19860.109375,19855.8203125,19860.109375,0
2024-12-18 14:09:00+08:00,19859.7109375,19863.150390625,19858.240234375,19862.55078125,0
2024-12-18 14:10:00+08:00,19863.650390625,19865.470703125,19860.609375,19864.830078125,0
2024-12-18 14:11:00+08:00,19865.08984375,19865.349609375,19859.609375,19865.349609375,0
2024-12-18 14:12:00+08:00,19865.119140625,19869.2890625,19862.44921875,19863.189453125,0
2024-12-18 14:13:00+08:00,19864.7890625,19876.560546875,19862.26953125,19874.66015625,0
2024-12-18 14:14:00+08:00,19875.580078125,19876.990234375,19872.5703125,19874.859375,0
2024-12-18 14:15:00+08:00,19876.130859375,19884.16015625,19875.0703125,19884.16015625,0
2024-12-18 14:16:00+08:00,19884.0,19885.9296875,19880.150390625,19885.9296875,0
2024-12-18 14:17:00+08:00,19886.9609375,19893.259765625,19886.099609375,19889.099609375,0
2024-12-18 14:18:00+08:00,19888.30078125,19888.470703125,19882.869140625,19882.869140625,0
2024-12-18 14:19:00+08:00,19881.98046875,19893.580078125,19881.98046875,19890.779296875,0
2024-12-18 14:20:00+08:00,19892.189453125,19892.310546875,19885.900390625,19890.109375,0
2024-12-18 14:21:00+08:00,19891.91015625,19894.619140625,19887.55078125,19888.7890625,0
2024-12-18 14:22:00+08:00,19890.330078125,19892.619140625,19886.740234375,19887.740234375,0
2024-12-18 14:23:00+08:00,19889.849609375,19896.009765625,19889.009765625,19891.05078125,0
2024-12-18 14:24:00+08:00,19892.619140625,19894.83984375,19889.76953125,19892.41015625,0
2024-12-18 14:25:00+08:00,19893.73046875,19894.16015625,19889.400390625,19893.349609375,0
2024-12-18 14:26:00+08:00,19893.130859375,19893.51953125,19886.359375,19887.25,0
2024-12-18 14:27:00+08:00,19888.240234375,19892.3203125,19887.0703125,19890.029296875,0
2024-12-18 14:28:00+08:00,19890.0,19893.470703125,19885.51953125,19887.5,0
2024-12-18 14:29:00+08:00,19887.5,19890.119140625,19885.080078125,19885.689453125,0
2024-12-18 14:30:00+08:00,19889.900390625,19895.060546875,19885.73046875,19894.55078125,0
2024-12-18 14:31:00+08:00,19893.9609375,19894.310546875,19888.7109375,19889.349609375,0
2024-12-18 14:32:00+08:00,19889.400390625,19892.4296875,19874.619140625,19874.619140625,0
2024-12-18 14:33:00+08:00,19875.69921875,19876.779296875,19864.810546875,19864.859375,0
2024-12-18 14:34:00+08:00,19864.75,19864.75,19859.94921875,19861.259765625,0
2024-12-18 14:35:00+08:00,19863.619140625,19865.189453125,19854.419921875,19856.119140625,0
2024-12-18 14:36:00+08:00,19857.099609375,19860.130859375,19850.0703125,19852.23046875,0
2024-12-18 14:37:00+08:00,19855.599609375,19859.939453125,19850.560546875,19856.900390625,0
2024-12-18 14:38:00+08:00,19859.009765625,19859.009765625,19851.5,19851.990234375,0
2024-12-18 14:39:00+08:00,19854.48046875,19857.150390625,19847.560546875,19852.619140625,0
2024-12-18 14:40:00+08:00,19854.439453125,19863.2890625,19854.400390625,19862.640625,0
2024-12-18 14:41:00+08:00,19861.66015625,19866.7109375,19861.01953125,19863.91015625,0
2024-12-18 14:42:00+08:00,19865.5703125,19866.689453125,19857.25,19859.140625,0
2024-12-18 14:43:00+08:00,19861.26953125,19863.080078125,19855.189453125,19857.560546875,0
2024-12-18 14:44:00+08:00,19856.2890625,19859.150390625,19852.029296875,19852.029296875,0
2024-12-18 14:45:00+08:00,19850.9296875,19856.5,19850.4296875,19851.119140625,0
2024-12-18 14:46:00+08:00,19849.869140625,19854.390625,19847.26953125,19851.490234375,0
2024-12-18 14:47:00+08:00,19851.689453125,19854.2109375,19847.109375,19848.220703125,0
2024-12-18 14:48:00+08:00,19850.80078125,19853.619140625,19846.75,19851.16015625,0
2024-12-18 14:49:00+08:00,19856.5390625,19857.05078125,19851.1796875,19857.05078125,0
2024-12-18 14:50:00+08:00,19857.5,19861.630859375,19853.41015625,19859.76953125,0
2024-12-18 14:51:00+08:00,19860.859375,19864.83984375,19856.41015625,19863.130859375,0
2024-12-18 14:52:00+08:00,19863.869140625,19870.150390625,19862.849609375,19869.689453125,0
2024-12-18 14:53:00+08:00,19869.140625,19876.310546875,19865.830078125,19871.6796875,0
2024-12-18 14:54:00+08:00,19869.990234375,19874.630859375,19868.220703125,19871.529296875,0
2024-12-18 14:55:00+08:00,19872.2890625,19874.44921875,19865.94921875,19867.880859375,0
2024-12-18 14:56:00+08:00,19870.640625,19874.490234375,19866.650390625,19871.58984375,0
