,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume
19,19.0,19.0,2024-12-18 09:49:00-05:00,134.64999389648438,134.8000030517578,134.591796875,134.75999450683594,728397
20,20.0,20.0,2024-12-18 09:50:00-05:00,134.75999450683594,134.88999938964844,134.35000610351562,134.44500732421875,977864
21,21.0,21.0,2024-12-18 09:51:00-05:00,134.4600067138672,134.57000732421875,134.1699981689453,134.4197998046875,852457
22,22.0,22.0,2024-12-18 09:52:00-05:00,134.42990112304688,134.5500030517578,134.27000427246094,134.44000244140625,619825
23,23.0,23.0,2024-12-18 09:53:00-05:00,134.44000244140625,134.50999450683594,134.22000122070312,134.4199981689453,634439
24,24.0,24.0,2024-12-18 09:54:00-05:00,134.41000366210938,134.69000244140625,134.40499877929688,134.67010498046875,792958
25,25.0,25.0,2024-12-18 09:55:00-05:00,134.67030334472656,135.02999877929688,134.67030334472656,134.9499969482422,1221750
26,26.0,26.0,2024-12-18 09:56:00-05:00,134.94000244140625,135.0500030517578,134.7100067138672,134.77000427246094,647722
27,27.0,27.0,2024-12-18 09:57:00-05:00,134.7799072265625,134.8238983154297,134.5500030517578,134.8238983154297,580074
28,28.0,28.0,2024-12-18 09:58:00-05:00,134.8251953125,134.86000061035156,134.6300048828125,134.8090057373047,410651
29,29.0,29.0,2024-12-18 09:59:00-05:00,134.81500244140625,135.0811004638672,134.77000427246094,134.86000061035156,856829
30,30.0,30.0,2024-12-18 10:00:00-05:00,134.86000061035156,135.1699981689453,134.7899932861328,134.8300018310547,809258
31,31.0,31.0,2024-12-18 10:01:00-05:00,134.85000610351562,135.19000244140625,134.83999633789062,135.06790161132812,554110
32,32.0,32.0,2024-12-18 10:02:00-05:00,135.0500030517578,135.0500030517578,134.47999572753906,134.6320037841797,890917
33,33.0,33.0,2024-12-18 10:03:00-05:00,134.62100219726562,134.9199981689453,134.59010314941406,134.77999877929688,526198
34,34.0,34.0,2024-12-18 10:04:00-05:00,134.77000427246094,134.92999267578125,134.72000122070312,134.83999633789062,484271
35,35.0,35.0,2024-12-18 10:05:00-05:00,134.85000610351562,134.89999389648438,134.5399932861328,134.8300018310547,585284
36,36.0,36.0,2024-12-18 10:06:00-05:00,134.82000732421875,134.8800048828125,134.5399932861328,134.67999267578125,476696
37,37.0,37.0,2024-12-18 10:07:00-05:00,134.67999267578125,134.72000122070312,134.5399932861328,134.67669677734375,327203
38,38.0,38.0,2024-12-18 10:08:00-05:00,134.6699981689453,134.6699981689453,134.22500610351562,134.27999877929688,852542
39,39.0,39.0,2024-12-18 10:09:00-05:00,134.27499389648438,134.47999572753906,134.25999450683594,134.38999938964844,487470
40,40.0,40.0,2024-12-18 10:10:00-05:00,134.38999938964844,134.6999969482422,134.3800048828125,134.6781005859375,472869
41,41.0,41.0,2024-12-18 10:11:00-05:00,134.67039489746094,134.7100067138672,134.55999755859375,134.70779418945312,398406
42,42.0,42.0,2024-12-18 10:12:00-05:00,134.7082061767578,134.8000030517578,134.61000061035156,134.79769897460938,585450
43,43.0,43.0,2024-12-18 10:13:00-05:00,134.7899932861328,134.97000122070312,134.77000427246094,134.8000030517578,512980
44,44.0,44.0,2024-12-18 10:14:00-05:00,134.7899932861328,135.1199951171875,134.75010681152344,134.97999572753906,858176
45,45.0,45.0,2024-12-18 10:15:00-05:00,134.97999572753906,135.0500030517578,134.88009643554688,134.93150329589844,379850
46,46.0,46.0,2024-12-18 10:16:00-05:00,134.92999267578125,135.10000610351562,134.85000610351562,134.88999938964844,514456
47,47.0,47.0,2024-12-18 10:17:00-05:00,134.89500427246094,134.92999267578125,134.6199951171875,134.6898956298828,547988
48,48.0,48.0,2024-12-18 10:18:00-05:00,134.68670654296875,134.75999450683594,134.5926055908203,134.72329711914062,540242
49,49.0,49.0,2024-12-18 10:19:00-05:00,134.72500610351562,134.82000732421875,134.60499572753906,134.75,380479
50,50.0,50.0,2024-12-18 10:20:00-05:00,134.75970458984375,134.86000061035156,134.55999755859375,134.86000061035156,405355
51,51.0,51.0,2024-12-18 10:21:00-05:00,,,,,0
52,52.0,52.0,2024-12-18 10:22:00-05:00,135.42999267578125,135.47000122070312,135.1999969482422,135.28500366210938,1730026
53,53.0,53.0,2024-12-18 10:23:00-05:00,135.27999877929688,135.32000732421875,135.16000366210938,135.27000427246094,417393
54,54.0,54.0,2024-12-18 10:24:00-05:00,135.25999450683594,135.3699951171875,135.05999755859375,135.05999755859375,467835
55,55.0,55.0,2024-12-18 10:25:00-05:00,135.05999755859375,135.4199981689453,135.02000427246094,135.39990234375,499894
56,56.0,56.0,2024-12-18 10:26:00-05:00,135.39599609375,135.47000122070312,135.27870178222656,135.41000366210938,550643
57,57.0,57.0,2024-12-18 10:27:00-05:00,135.42599487304688,135.5500030517578,135.32000732421875,135.5500030517578,827217
58,58.0,58.0,2024-12-18 10:28:00-05:00,135.5500030517578,135.5800018310547,135.39999389648438,135.52000427246094,597688
59,59.0,59.0,2024-12-18 10:29:00-05:00,135.5106964111328,135.5800018310547,135.41009521484375,135.56370544433594,403256
60,60.0,60.0,2024-12-18 10:30:00-05:00,135.5601043701172,135.6699981689453,135.36000061035156,135.3697967529297,726253
61,61.0,61.0,2024-12-18 10:31:00-05:00,135.3800048828125,135.55999755859375,135.27000427246094,135.38009643554688,517112
62,62.0,62.0,2024-12-18 10:32:00-05:00,135.3800048828125,135.61000061035156,135.3300018310547,135.5457000732422,417034
63,63.0,63.0,2024-12-18 10:33:00-05:00,135.5500030517578,135.74000549316406,135.49009704589844,135.72869873046875,582752
64,64.0,64.0,2024-12-18 10:34:00-05:00,135.72999572753906,135.97000122070312,135.72999572753906,135.96009826660156,988124
65,65.0,65.0,2024-12-18 10:35:00-05:00,135.97000122070312,135.99000549316406,135.8699951171875,135.88999938964844,756457
66,66.0,66.0,2024-12-18 10:36:00-05:00,135.9001007080078,135.90499877929688,135.72999572753906,135.80999755859375,598385
67,67.0,67.0,2024-12-18 10:37:00-05:00,135.80999755859375,135.92999267578125,135.74000549316406,135.80999755859375,562362
68,68.0,68.0,2024-12-18 10:38:00-05:00,135.8300018310547,135.99000549316406,135.77000427246094,135.99000549316406,429259
69,69.0,69.0,2024-12-18 10:39:00-05:00,135.9801025390625,136.11000061035156,135.9600067138672,136.05880737304688,1377345
70,70.0,70.0,2024-12-18 10:40:00-05:00,136.05999755859375,136.16000366210938,135.97000122070312,136.01499938964844,574898
71,71.0,71.0,2024-12-18 10:41:00-05:00,136.01910400390625,136.1999969482422,136.00999450683594,136.04010009765625,522807
72,72.0,72.0,2024-12-18 10:42:00-05:00,136.0399932861328,136.09860229492188,135.86000061035156,135.889892578125,560026
73,73.0,73.0,2024-12-18 10:43:00-05:00,135.889404296875,135.92999267578125,135.5500030517578,135.59010314941406,847289
74,74.0,74.0,2024-12-18 10:44:00-05:00,135.60000610351562,135.74000549316406,135.4499969482422,135.72000122070312,660993
75,75.0,75.0,2024-12-18 10:45:00-05:00,135.68499755859375,136.0,135.68499755859375,135.98480224609375,482602
76,76.0,76.0,2024-12-18 10:46:00-05:00,135.98500061035156,136.08999633789062,135.91000366210938,135.9219970703125,502959
77,77.0,77.0,2024-12-18 10:47:00-05:00,135.91009521484375,136.02999877929688,135.79049682617188,135.89999389648438,465684
78,78.0,78.0,2024-12-18 10:48:00-05:00,135.89999389648438,136.07000732421875,135.88999938964844,136.0050048828125,405573
79,79.0,79.0,2024-12-18 10:49:00-05:00,136.02000427246094,136.13999938964844,135.86000061035156,135.88999938964844,488795
80,80.0,80.0,2024-12-18 10:50:00-05:00,135.88999938964844,136.13999938964844,135.860107421875,135.92999267578125,366978
81,81.0,81.0,2024-12-18 10:51:00-05:00,135.92010498046875,136.05999755859375,135.83999633789062,135.86500549316406,406644
82,82.0,82.0,2024-12-18 10:52:00-05:00,135.8699951171875,135.8800048828125,135.66000366210938,135.74000549316406,457483
83,83.0,83.0,2024-12-18 10:53:00-05:00,135.7301025390625,135.75999450683594,135.63999938964844,135.69479370117188,403458
84,84.0,84.0,2024-12-18 10:54:00-05:00,135.69000244140625,135.86000061035156,135.57269287109375,135.85000610351562,361373
85,85.0,85.0,2024-12-18 10:55:00-05:00,135.85000610351562,135.97999572753906,135.84500122070312,135.9499969482422,358514
86,86.0,86.0,2024-12-18 10:56:00-05:00,135.95989990234375,136.1300048828125,135.9221954345703,136.08340454101562,455686
87,87.0,87.0,2024-12-18 10:57:00-05:00,136.0800018310547,136.17999267578125,136.05999755859375,136.08999633789062,442683
88,88.0,88.0,2024-12-18 10:58:00-05:00,136.11019897460938,136.13999938964844,135.8800048828125,135.89500427246094,362729
89,89.0,89.0,2024-12-18 10:59:00-05:00,135.88999938964844,136.0,135.83999633789062,135.9499969482422,314424
90,90.0,90.0,2024-12-18 11:00:00-05:00,135.95989990234375,136.17999267578125,135.9149932861328,136.1649932861328,453937
91,91.0,91.0,2024-12-18 11:01:00-05:00,136.16029357910156,136.36500549316406,136.10000610351562,136.35499572753906,994553
92,92.0,92.0,2024-12-18 11:02:00-05:00,136.35499572753906,136.52999877929688,136.3300018310547,136.44500732421875,947070
93,93.0,93.0,2024-12-18 11:03:00-05:00,136.44000244140625,136.67999267578125,136.4333038330078,136.66969299316406,752864
94,94.0,94.0,2024-12-18 11:04:00-05:00,136.6699981689453,136.6999969482422,136.57000732421875,136.64010620117188,625042
95,95.0,95.0,2024-12-18 11:05:00-05:00,136.63999938964844,136.65499877929688,136.4600067138672,136.5500030517578,629322
96,96.0,96.0,2024-12-18 11:06:00-05:00,136.54119873046875,136.57000732421875,136.5399932861328,136.5697021484375,30102
97,97.0,97.0,2024-12-18 11:07:00-05:00,,,,,0
98,98.0,98.0,2024-12-18 11:08:00-05:00,136.4600067138672,136.52000427246094,136.3699951171875,136.37030029296875,1252393
99,99.0,99.0,2024-12-18 11:09:00-05:00,136.37010192871094,136.4040069580078,136.17999267578125,136.2100067138672,496063
100,100.0,100.0,2024-12-18 11:10:00-05:00,136.1999969482422,136.27999877929688,136.13999938964844,136.2100067138672,439025
101,101.0,101.0,2024-12-18 11:11:00-05:00,136.20989990234375,136.35000610351562,136.11000061035156,136.28919982910156,404833
102,102.0,102.0,2024-12-18 11:12:00-05:00,136.3000030517578,136.44000244140625,136.27999877929688,136.27999877929688,413670
103,103.0,103.0,2024-12-18 11:13:00-05:00,136.28500366210938,136.3000030517578,135.99000549316406,135.99969482421875,606659
104,104.0,104.0,2024-12-18 11:14:00-05:00,135.9998016357422,136.1300048828125,135.99000549316406,136.0301055908203,387607
105,105.0,105.0,2024-12-18 11:15:00-05:00,136.02999877929688,136.03829956054688,135.6999969482422,135.75,708127
106,106.0,106.0,2024-12-18 11:16:00-05:00,135.75,135.8800048828125,135.6199951171875,135.66000366210938,513811
107,107.0,107.0,2024-12-18 11:17:00-05:00,135.64999389648438,135.6613006591797,135.3000030517578,135.32000732421875,919777
108,108.0,108.0,2024-12-18 11:18:00-05:00,135.3197021484375,135.52000427246094,135.30599975585938,135.44000244140625,421192
109,109.0,109.0,2024-12-18 11:19:00-05:00,135.44760131835938,135.4499969482422,135.1199951171875,135.25990295410156,695196
110,110.0,110.0,2024-12-18 11:20:00-05:00,135.25770568847656,135.27000427246094,135.02999877929688,135.2299041748047,569340
111,111.0,111.0,2024-12-18 11:21:00-05:00,135.2299041748047,135.32000732421875,135.02000427246094,135.0399932861328,558419
112,112.0,112.0,2024-12-18 11:22:00-05:00,135.03500366210938,135.19940185546875,135.02999877929688,135.05499267578125,434615
113,113.0,113.0,2024-12-18 11:23:00-05:00,135.05999755859375,135.22999572753906,135.00999450683594,135.1199951171875,481845
114,114.0,114.0,2024-12-18 11:24:00-05:00,135.1199951171875,135.25999450683594,135.00999450683594,135.16000366210938,482496
115,115.0,115.0,2024-12-18 11:25:00-05:00,135.1699981689453,135.25999450683594,135.08999633789062,135.2100067138672,406122
116,116.0,116.0,2024-12-18 11:26:00-05:00,135.19000244140625,135.30999755859375,134.9550018310547,134.97030639648438,848214
117,117.0,117.0,2024-12-18 11:27:00-05:00,134.9709014892578,135.24000549316406,134.9600067138672,135.17030334472656,354848
118,118.0,118.0,2024-12-18 11:28:00-05:00,135.1750030517578,135.35000610351562,135.07000732421875,135.33990478515625,470867
119,119.0,119.0,2024-12-18 11:29:00-05:00,135.33999633789062,135.3800048828125,135.19500732421875,135.25,380943
120,120.0,120.0,2024-12-18 11:30:00-05:00,135.27000427246094,135.29989624023438,135.1199951171875,135.1699981689453,335152
121,121.0,121.0,2024-12-18 11:31:00-05:00,135.16000366210938,135.1699981689453,135.0399932861328,135.1383056640625,375817
122,122.0,122.0,2024-12-18 11:32:00-05:00,135.13009643554688,135.2198944091797,135.08999633789062,135.10000610351562,336192
123,123.0,123.0,2024-12-18 11:33:00-05:00,135.10000610351562,135.17999267578125,135.02000427246094,135.0800018310547,376889
124,124.0,124.0,2024-12-18 11:34:00-05:00,135.08999633789062,135.1199951171875,134.82000732421875,134.92999267578125,725053
125,125.0,125.0,2024-12-18 11:35:00-05:00,134.89089965820312,134.92349243164062,134.66000366210938,134.75,597866
126,126.0,126.0,2024-12-18 11:36:00-05:00,134.7449951171875,134.9600067138672,134.72999572753906,134.93499755859375,447524
127,127.0,127.0,2024-12-18 11:37:00-05:00,134.93069458007812,135.0,134.89999389648438,134.9250030517578,280506
128,128.0,128.0,2024-12-18 11:38:00-05:00,134.9149932861328,134.97000122070312,134.86000061035156,134.9199981689453,259671
129,129.0,129.0,2024-12-18 11:39:00-05:00,134.9154052734375,134.9250030517578,134.72999572753906,134.88099670410156,338401
130,130.0,130.0,2024-12-18 11:40:00-05:00,134.88499450683594,134.9199981689453,134.75999450683594,134.83999633789062,253455
131,131.0,131.0,2024-12-18 11:41:00-05:00,134.83999633789062,134.87989807128906,134.6999969482422,134.77000427246094,361483
132,132.0,132.0,2024-12-18 11:42:00-05:00,134.77000427246094,134.82989501953125,134.7100067138672,134.7698974609375,253429
133,133.0,133.0,2024-12-18 11:43:00-05:00,134.76499938964844,134.82000732421875,134.6717987060547,134.77999877929688,429185
134,134.0,134.0,2024-12-18 11:44:00-05:00,134.7790985107422,134.83990478515625,134.6800994873047,134.72000122070312,318388
135,135.0,135.0,2024-12-18 11:45:00-05:00,134.72000122070312,134.8800048828125,134.72000122070312,134.83880615234375,266212
136,136.0,136.0,2024-12-18 11:46:00-05:00,134.8350067138672,135.01499938964844,134.8300018310547,134.91009521484375,421965
137,137.0,137.0,2024-12-18 11:47:00-05:00,134.9149932861328,134.9492950439453,134.80499267578125,134.88499450683594,271804
138,138.0,138.0,2024-12-18 11:48:00-05:00,134.875,135.0489959716797,134.8300018310547,134.9949951171875,295598
139,139.0,139.0,2024-12-18 11:49:00-05:00,134.99000549316406,135.08990478515625,134.99000549316406,135.05099487304688,324934
140,140.0,140.0,2024-12-18 11:50:00-05:00,135.0570068359375,135.24000549316406,135.00999450683594,135.22999572753906,471801
141,141.0,141.0,2024-12-18 11:51:00-05:00,135.22000122070312,135.3300018310547,135.2050018310547,135.29010009765625,452742
142,142.0,142.0,2024-12-18 11:52:00-05:00,135.2949981689453,135.3300018310547,135.16000366210938,135.3289031982422,319268
143,143.0,143.0,2024-12-18 11:53:00-05:00,135.32479858398438,135.38999938964844,135.29080200195312,135.30499267578125,304599
144,144.0,144.0,2024-12-18 11:54:00-05:00,135.29010009765625,135.30499267578125,135.22000122070312,135.24000549316406,180321
145,145.0,145.0,2024-12-18 11:55:00-05:00,135.25,135.32000732421875,135.10000610351562,135.17999267578125,287127
146,146.0,146.0,2024-12-18 11:56:00-05:00,135.17999267578125,135.2100067138672,135.10000610351562,135.13999938964844,182985
147,147.0,147.0,2024-12-18 11:57:00-05:00,135.13999938964844,135.15989685058594,135.02000427246094,135.0998992919922,221968
148,148.0,148.0,2024-12-18 11:58:00-05:00,135.09500122070312,135.12989807128906,135.02000427246094,135.11489868164062,223843
149,149.0,149.0,2024-12-18 11:59:00-05:00,135.12989807128906,135.1999969482422,135.10000610351562,135.15989685058594,231943
150,150.0,150.0,2024-12-18 12:00:00-05:00,135.15499877929688,135.1699981689453,135.11000061035156,135.14999389648438,138308
151,151.0,151.0,2024-12-18 12:01:00-05:00,135.14999389648438,135.22000122070312,134.89999389648438,135.02000427246094,505671
152,152.0,152.0,2024-12-18 12:02:00-05:00,135.02479553222656,135.1300048828125,134.89999389648438,134.9398956298828,295199
153,153.0,153.0,2024-12-18 12:03:00-05:00,134.9199981689453,135.0800018310547,134.82000732421875,135.05499267578125,337845
154,154.0,154.0,2024-12-18 12:04:00-05:00,135.0500030517578,135.10000610351562,135.0,135.09500122070312,255214
155,155.0,155.0,2024-12-18 12:05:00-05:00,135.0749969482422,135.13980102539062,134.97000122070312,135.03509521484375,198872
156,156.0,156.0,2024-12-18 12:06:00-05:00,135.03990173339844,135.11000061035156,134.98500061035156,135.08999633789062,169030
157,157.0,157.0,2024-12-18 12:07:00-05:00,135.08999633789062,135.19000244140625,135.0800018310547,135.125,275982
158,158.0,158.0,2024-12-18 12:08:00-05:00,135.125,135.32000732421875,135.1112060546875,135.3101043701172,282882
159,159.0,159.0,2024-12-18 12:09:00-05:00,135.30999755859375,135.3249969482422,135.22000122070312,135.27999877929688,245128
160,160.0,160.0,2024-12-18 12:10:00-05:00,135.2899932861328,135.30999755859375,135.1999969482422,135.20989990234375,191053
161,161.0,161.0,2024-12-18 12:11:00-05:00,135.2050018310547,135.35000610351562,135.18499755859375,135.30039978027344,206146
162,162.0,162.0,2024-12-18 12:12:00-05:00,135.30999755859375,135.375,135.1501007080078,135.20010375976562,335870
163,163.0,163.0,2024-12-18 12:13:00-05:00,135.2100067138672,135.22999572753906,135.07000732421875,135.12100219726562,259270
164,164.0,164.0,2024-12-18 12:14:00-05:00,135.11500549316406,135.22999572753906,135.0800018310547,135.22500610351562,245299
165,165.0,165.0,2024-12-18 12:15:00-05:00,135.22999572753906,135.33999633789062,135.1999969482422,135.30999755859375,303732
166,166.0,166.0,2024-12-18 12:16:00-05:00,135.3000030517578,135.33999633789062,135.24000549316406,135.3011932373047,307537
167,167.0,167.0,2024-12-18 12:17:00-05:00,135.30580139160156,135.47999572753906,135.2700958251953,135.4600067138672,330777
168,168.0,168.0,2024-12-18 12:18:00-05:00,135.47000122070312,135.57000732421875,135.45989990234375,135.55999755859375,371693
169,169.0,169.0,2024-12-18 12:19:00-05:00,135.55999755859375,135.6199951171875,135.5408935546875,135.60060119628906,293744
170,170.0,170.0,2024-12-18 12:20:00-05:00,135.61000061035156,135.6699981689453,135.52000427246094,135.5500030517578,334188
171,171.0,171.0,2024-12-18 12:21:00-05:00,135.55999755859375,135.6699981689453,135.53500366210938,135.66000366210938,265951
172,172.0,172.0,2024-12-18 12:22:00-05:00,135.66000366210938,135.75999450683594,135.6199951171875,135.69520568847656,374682
173,173.0,173.0,2024-12-18 12:23:00-05:00,135.69200134277344,135.7899932861328,135.69200134277344,135.77999877929688,261559
174,174.0,174.0,2024-12-18 12:24:00-05:00,135.77499389648438,135.86000061035156,135.7100067138672,135.8209991455078,281128
175,175.0,175.0,2024-12-18 12:25:00-05:00,135.82000732421875,135.85000610351562,135.8000030517578,135.8350067138672,199542
176,176.0,176.0,2024-12-18 12:26:00-05:00,135.8300018310547,135.85000610351562,135.66000366210938,135.71009826660156,310193
177,177.0,177.0,2024-12-18 12:27:00-05:00,135.7100067138672,135.75,135.6199951171875,135.63009643554688,181375
178,178.0,178.0,2024-12-18 12:28:00-05:00,135.6300048828125,135.72000122070312,135.6300048828125,135.7050018310547,165344
179,179.0,179.0,2024-12-18 12:29:00-05:00,135.6999969482422,135.7050018310547,135.59500122070312,135.61500549316406,249506
180,180.0,180.0,2024-12-18 12:30:00-05:00,135.61990356445312,135.63999938964844,135.55999755859375,135.5800018310547,158478
181,181.0,181.0,2024-12-18 12:31:00-05:00,135.57989501953125,135.5850067138672,135.3699951171875,135.4199981689453,385313
182,182.0,182.0,2024-12-18 12:32:00-05:00,135.4001007080078,135.4799041748047,135.38999938964844,135.44659423828125,197883
183,183.0,183.0,2024-12-18 12:33:00-05:00,135.4550018310547,135.49000549316406,135.35000610351562,135.47500610351562,191158
184,184.0,184.0,2024-12-18 12:34:00-05:00,135.4600067138672,135.55999755859375,135.4508056640625,135.5301055908203,307732
185,185.0,185.0,2024-12-18 12:35:00-05:00,135.5449981689453,135.5449981689453,135.30999755859375,135.3800048828125,286680
186,186.0,186.0,2024-12-18 12:36:00-05:00,135.38499450683594,135.41000366210938,135.2353973388672,135.3300018310547,313043
187,187.0,187.0,2024-12-18 12:37:00-05:00,135.3350067138672,135.39999389648438,135.3300018310547,135.38999938964844,171245
188,188.0,188.0,2024-12-18 12:38:00-05:00,135.3800048828125,135.47999572753906,135.34080505371094,135.34500122070312,161294
189,189.0,189.0,2024-12-18 12:39:00-05:00,135.35000610351562,135.35629272460938,135.2100067138672,135.31910705566406,295248
190,190.0,190.0,2024-12-18 12:40:00-05:00,135.30999755859375,135.3300018310547,135.2550048828125,135.26019287109375,140371
191,191.0,191.0,2024-12-18 12:41:00-05:00,135.2635040283203,135.32989501953125,135.2100067138672,135.30499267578125,169675
192,192.0,192.0,2024-12-18 12:42:00-05:00,135.3000030517578,135.3000030517578,135.21139526367188,135.24000549316406,110888
193,193.0,193.0,2024-12-18 12:43:00-05:00,135.2449951171875,135.27980041503906,135.11000061035156,135.16000366210938,300016
194,194.0,194.0,2024-12-18 12:44:00-05:00,135.1750030517578,135.32000732421875,135.1699981689453,135.29989624023438,966251
195,195.0,195.0,2024-12-18 12:45:00-05:00,135.29649353027344,135.49000549316406,135.27999877929688,135.49000549316406,208926
196,196.0,196.0,2024-12-18 12:46:00-05:00,135.47999572753906,135.52000427246094,135.36000061035156,135.43980407714844,223476
197,197.0,197.0,2024-12-18 12:47:00-05:00,135.4329071044922,135.47000122070312,135.4149932861328,135.46009826660156,177526
198,198.0,198.0,2024-12-18 12:48:00-05:00,135.4698944091797,135.55999755859375,135.4499969482422,135.50999450683594,206676
199,199.0,199.0,2024-12-18 12:49:00-05:00,135.51499938964844,135.58999633789062,135.49400329589844,135.5449981689453,172226
200,200.0,200.0,2024-12-18 12:50:00-05:00,135.5399932861328,135.5800018310547,135.4550018310547,135.4915008544922,123392
201,201.0,201.0,2024-12-18 12:51:00-05:00,135.49989318847656,135.57000732421875,135.47000122070312,135.51499938964844,158473
202,202.0,202.0,2024-12-18 12:52:00-05:00,135.50999450683594,135.60000610351562,135.47000122070312,135.48399353027344,194572
203,203.0,203.0,2024-12-18 12:53:00-05:00,135.49000549316406,135.52789306640625,135.39500427246094,135.46730041503906,189896
204,204.0,204.0,2024-12-18 12:54:00-05:00,135.4600067138672,135.60989379882812,135.4499969482422,135.593505859375,159344
205,205.0,205.0,2024-12-18 12:55:00-05:00,135.591796875,135.5988006591797,135.47000122070312,135.52499389648438,164576
206,206.0,206.0,2024-12-18 12:56:00-05:00,135.5399932861328,135.5771942138672,135.5001983642578,135.552001953125,103048
207,207.0,207.0,2024-12-18 12:57:00-05:00,135.5574951171875,135.5998992919922,135.52999877929688,135.5449981689453,145598
208,208.0,208.0,2024-12-18 12:58:00-05:00,135.5449981689453,135.69000244140625,135.5449981689453,135.68499755859375,202857
209,209.0,209.0,2024-12-18 12:59:00-05:00,135.6750030517578,135.77000427246094,135.66909790039062,135.72000122070312,235080
210,210.0,210.0,2024-12-18 13:00:00-05:00,135.72000122070312,135.77999877929688,135.69000244140625,135.75,162367
211,211.0,211.0,2024-12-18 13:01:00-05:00,135.75,135.80999755859375,135.74000549316406,135.80990600585938,169212
212,212.0,212.0,2024-12-18 13:02:00-05:00,135.80499267578125,135.85000610351562,135.75999450683594,135.8350067138672,238284
213,213.0,213.0,2024-12-18 13:03:00-05:00,135.8350067138672,135.86000061035156,135.75999450683594,135.8350067138672,237600
214,214.0,214.0,2024-12-18 13:04:00-05:00,135.8350067138672,135.83990478515625,135.75,135.77020263671875,152848
215,215.0,215.0,2024-12-18 13:05:00-05:00,135.772705078125,135.85000610351562,135.74000549316406,135.83180236816406,198831
216,216.0,216.0,2024-12-18 13:06:00-05:00,135.83999633789062,135.94000244140625,135.80999755859375,135.93499755859375,276676
217,217.0,217.0,2024-12-18 13:07:00-05:00,135.9300994873047,135.9600067138672,135.85000610351562,135.92999267578125,266248
218,218.0,218.0,2024-12-18 13:08:00-05:00,135.9300994873047,135.99000549316406,135.92999267578125,135.97500610351562,232587
219,219.0,219.0,2024-12-18 13:09:00-05:00,135.97500610351562,135.99000549316406,135.94000244140625,135.99000549316406,217645
220,220.0,220.0,2024-12-18 13:10:00-05:00,135.97250366210938,136.0399932861328,135.89999389648438,136.01499938964844,458469
221,221.0,221.0,2024-12-18 13:11:00-05:00,136.01499938964844,136.02999877929688,135.9600067138672,136.01499938964844,136027
222,222.0,222.0,2024-12-18 13:12:00-05:00,136.01499938964844,136.0800018310547,136.0,136.02000427246094,227081
223,223.0,223.0,2024-12-18 13:13:00-05:00,136.02000427246094,136.05999755859375,136.0,136.02499389648438,184699
224,224.0,224.0,2024-12-18 13:14:00-05:00,136.02000427246094,136.0399932861328,135.94000244140625,135.98500061035156,152118
225,225.0,225.0,2024-12-18 13:15:00-05:00,135.97999572753906,135.97999572753906,135.80999755859375,135.82000732421875,260833
