Date,Open_HYG,High_HYG,Low_HYG,Close_HYG,Volume_HYG
2024-12-18 09:30:00-05:00,79.13999938964844,79.13999938964844,79.02999877929688,79.03500366210938,315486
2024-12-18 09:31:00-05:00,79.03500366210938,79.0365982055664,79.02999877929688,79.03500366210938,58848
2024-12-18 09:32:00-05:00,79.03500366210938,79.04820251464844,79.02999877929688,79.04499816894531,23556
2024-12-18 09:33:00-05:00,79.04000091552734,79.05000305175781,79.04000091552734,79.04499816894531,76601
2024-12-18 09:34:00-05:00,79.04499816894531,79.05000305175781,79.04000091552734,79.04499816894531,147853
2024-12-18 09:35:00-05:00,79.04499816894531,79.04499816894531,79.03500366210938,79.03500366210938,69372
2024-12-18 09:36:00-05:00,79.03500366210938,79.04499816894531,79.02999877929688,79.04499816894531,118624
2024-12-18 09:37:00-05:00,79.04000091552734,79.04519653320312,79.03500366210938,79.03500366210938,22284
2024-12-18 09:38:00-05:00,79.04000091552734,79.05000305175781,79.04000091552734,79.04499816894531,23105
2024-12-18 09:39:00-05:00,79.05000305175781,79.05000305175781,79.04000091552734,79.04499816894531,3004
2024-12-18 09:40:00-05:00,79.05000305175781,79.05000305175781,79.04000091552734,79.04499816894531,243785
2024-12-18 09:41:00-05:00,79.04499816894531,79.04499816894531,79.04000091552734,79.04000091552734,22525
2024-12-18 09:42:00-05:00,79.04000091552734,79.05000305175781,79.04000091552734,79.04499816894531,101020
2024-12-18 09:43:00-05:00,79.04499816894531,79.04660034179688,79.04000091552734,79.04499816894531,26727
2024-12-18 09:44:00-05:00,79.05000305175781,79.05500030517578,79.04499816894531,79.05000305175781,120235
2024-12-18 09:45:00-05:00,79.05000305175781,79.0509033203125,79.04000091552734,79.04499816894531,61255
2024-12-18 09:46:00-05:00,79.05000305175781,79.05000305175781,79.04299926757812,79.04499816894531,7611
2024-12-18 09:47:00-05:00,79.04499816894531,79.04989624023438,79.04499816894531,79.04499816894531,1010
2024-12-18 09:48:00-05:00,79.04499816894531,79.05000305175781,79.04010009765625,79.04499816894531,12955
2024-12-18 09:49:00-05:00,79.04499816894531,79.05000305175781,79.04499816894531,79.04499816894531,3765
2024-12-18 09:50:00-05:00,79.04499816894531,79.05999755859375,79.04000091552734,79.05000305175781,146184
2024-12-18 09:51:00-05:00,79.05000305175781,79.05500030517578,79.04000091552734,79.04499816894531,35203
2024-12-18 09:52:00-05:00,79.04499816894531,79.04499816894531,79.03500366210938,79.03500366210938,382885
2024-12-18 09:53:00-05:00,79.03500366210938,79.05000305175781,79.03500366210938,79.04499816894531,84788
2024-12-18 09:54:00-05:00,79.04499816894531,79.05000305175781,79.04000091552734,79.04000091552734,60692
2024-12-18 09:55:00-05:00,79.04000091552734,79.05000305175781,79.04000091552734,79.04000091552734,60718
2024-12-18 09:56:00-05:00,79.04000091552734,79.04000091552734,79.02999877929688,79.02999877929688,87653
2024-12-18 09:57:00-05:00,79.02999877929688,79.02999877929688,79.01000213623047,79.01499938964844,1334868
2024-12-18 09:58:00-05:00,79.0199966430664,79.0199966430664,79.01000213623047,79.0199966430664,38041
2024-12-18 09:59:00-05:00,79.01499938964844,79.0199966430664,79.01000213623047,79.01499938964844,52578
2024-12-18 10:00:00-05:00,79.01499938964844,79.0199966430664,79.01000213623047,79.01499938964844,50973
2024-12-18 10:01:00-05:00,79.01499938964844,79.02999877929688,79.01000213623047,79.0282974243164,126288
2024-12-18 10:02:00-05:00,79.02999877929688,79.02999877929688,79.0199966430664,79.02999877929688,72298
2024-12-18 10:03:00-05:00,79.0199966430664,79.0250015258789,79.01000213623047,79.01499938964844,82933
2024-12-18 10:04:00-05:00,79.0,79.0,79.0,79.0,55672
2024-12-18 10:05:00-05:00,79.0,79.00540161132812,78.98999786376953,79.0,122593
2024-12-18 10:06:00-05:00,,,,,0
2024-12-18 10:07:00-05:00,79.0,79.00499725341797,78.99500274658203,78.99500274658203,118329
2024-12-18 10:08:00-05:00,78.99500274658203,78.99500274658203,78.98500061035156,78.98500061035156,53200
2024-12-18 10:09:00-05:00,78.98500061035156,78.98500061035156,78.9800033569336,78.98500061035156,26986
2024-12-18 10:10:00-05:00,78.98500061035156,79.01000213623047,78.98500061035156,79.0,325942
2024-12-18 10:11:00-05:00,79.00499725341797,79.01000213623047,79.0,79.0,32992
2024-12-18 10:12:00-05:00,79.00499725341797,79.01000213623047,78.98999786376953,78.98999786376953,161418
2024-12-18 10:13:00-05:00,78.99500274658203,78.99500274658203,78.99500274658203,78.99500274658203,17063
2024-12-18 10:14:00-05:00,78.99500274658203,79.0,78.99500274658203,78.99500274658203,12511
2024-12-18 10:15:00-05:00,79.0,79.0,78.99500274658203,78.99500274658203,26069
2024-12-18 10:16:00-05:00,79.0,79.0,78.99500274658203,79.0,32974
2024-12-18 10:17:00-05:00,78.99500274658203,79.0,78.98999786376953,78.99500274658203,31411
2024-12-18 10:18:00-05:00,79.0,79.0,78.98999786376953,78.99500274658203,11701
2024-12-18 10:19:00-05:00,79.0,79.0,78.98999786376953,78.99500274658203,36582
2024-12-18 10:20:00-05:00,78.99500274658203,79.0,78.99500274658203,78.99500274658203,130926
2024-12-18 10:21:00-05:00,78.99500274658203,78.99500274658203,78.99500274658203,78.99500274658203,21309
2024-12-18 10:22:00-05:00,78.99500274658203,79.0,78.99299621582031,78.99500274658203,234948
2024-12-18 10:23:00-05:00,78.99500274658203,78.99500274658203,78.98500061035156,78.98500061035156,720767
2024-12-18 10:24:00-05:00,78.98500061035156,78.98500061035156,78.98500061035156,78.98500061035156,3352
2024-12-18 10:25:00-05:00,78.98419952392578,78.98999786376953,78.98419952392578,78.98999786376953,6306
2024-12-18 10:26:00-05:00,78.98500061035156,78.98999786376953,78.9749984741211,78.9749984741211,37985
2024-12-18 10:27:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9749984741211,126966
2024-12-18 10:28:00-05:00,78.96499633789062,78.9800033569336,78.96499633789062,78.96499633789062,79819
2024-12-18 10:29:00-05:00,78.96499633789062,78.97000122070312,78.95500183105469,78.97000122070312,442918
2024-12-18 10:30:00-05:00,78.96499633789062,78.9800033569336,78.96499633789062,78.9800033569336,33206
2024-12-18 10:31:00-05:00,78.9749984741211,78.9800033569336,78.9749984741211,78.9800033569336,17677
2024-12-18 10:32:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9800033569336,34005
2024-12-18 10:33:00-05:00,78.9800033569336,78.9800033569336,78.97000122070312,78.9800033569336,23606
2024-12-18 10:34:00-05:00,78.9749984741211,78.9800033569336,78.9749984741211,78.9800033569336,482335
2024-12-18 10:35:00-05:00,78.9800033569336,78.9800033569336,78.97000122070312,78.9800033569336,232576
2024-12-18 10:36:00-05:00,78.9749984741211,78.98500061035156,78.9749984741211,78.9800033569336,232224
2024-12-18 10:37:00-05:00,78.9749984741211,78.9800033569336,78.9749984741211,78.97730255126953,6865
2024-12-18 10:38:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9749984741211,31687
2024-12-18 10:39:00-05:00,78.9800033569336,78.9800033569336,78.9749984741211,78.9749984741211,157677
2024-12-18 10:40:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9749984741211,55058
2024-12-18 10:41:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.97350311279297,98182
2024-12-18 10:42:00-05:00,78.9749984741211,78.9749984741211,78.96499633789062,78.96499633789062,80581
2024-12-18 10:43:00-05:00,78.96499633789062,78.97000122070312,78.95999908447266,78.95999908447266,868536
2024-12-18 10:44:00-05:00,78.95999908447266,78.97000122070312,78.95999908447266,78.97000122070312,29589
2024-12-18 10:45:00-05:00,78.96499633789062,78.9800033569336,78.96499633789062,78.97000122070312,210283
2024-12-18 10:46:00-05:00,78.97000122070312,78.9800033569336,78.95999908447266,78.96499633789062,41026
2024-12-18 10:47:00-05:00,78.95999908447266,78.96499633789062,78.94999694824219,78.95500183105469,25469
2024-12-18 10:48:00-05:00,78.95500183105469,78.95999908447266,78.95500183105469,78.95999908447266,16408
2024-12-18 10:49:00-05:00,78.95500183105469,78.97000122070312,78.95500183105469,78.96499633789062,198759
2024-12-18 10:50:00-05:00,78.96499633789062,78.97000122070312,78.95999908447266,78.95999908447266,98933
2024-12-18 10:51:00-05:00,78.95999908447266,78.95999908447266,78.95999908447266,78.95999908447266,100
2024-12-18 10:52:00-05:00,,,,,0
2024-12-18 10:53:00-05:00,78.94499969482422,78.94499969482422,78.94499969482422,78.94499969482422,76857
2024-12-18 10:54:00-05:00,78.94499969482422,78.94999694824219,78.94000244140625,78.94999694824219,118786
2024-12-18 10:55:00-05:00,78.95500183105469,78.9800033569336,78.95500183105469,78.96499633789062,194406
2024-12-18 10:56:00-05:00,78.96499633789062,78.9749984741211,78.96499633789062,78.9749984741211,70274
2024-12-18 10:57:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9749984741211,63403
2024-12-18 10:58:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.9749984741211,35612
2024-12-18 10:59:00-05:00,78.9749984741211,78.9800033569336,78.97000122070312,78.97000122070312,104393
