,msft,date,^hsi,hyg,open,high,low,close,volume,amd,frgt,dji,aapl,^vix,tsm,xela,xlk,jpy=x,hpq,avgo,spy,intc,cohr,cpi,treasury,mortgage,score,rating,unemployment,gdp,stock splits,dividends,shares,eps estimate,reported eps,surprise(%),revenue,cost,g-profit,rnd,sgae,operating-expenses,operating-income,tnoie,pre-tax-income,tpit,income-after-taxes,ifco,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps,eps-diluted
10,129.6082305908203,2019-08-26,25680.330078125,67.24394989013672,4.116486955050116,4.14059780084892,4.074230867760484,4.112509727478027,318208000,30.280000686645508,431.7180480957031,28634.900390625,50.0100212097168,19.31999969482422,37.25617599487305,15600.0,74.55329895019531,104.85199737548828,15.147631645202637,23.74760627746582,266.1882629394531,39.96813583374024,37.31999969482422,256.43,0.0,3.55,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4443939840,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
11,129.88575744628906,2019-08-27,25664.0703125,67.2130126953125,4.150789397941914,4.1535235350128765,3.992453609537797,4.02178430557251,290968000,30.200000762939453,411.894287109375,28634.900390625,49.44571685791016,20.309999465942383,37.26518249511719,14160.0,74.4389419555664,105.97799682617188,15.054226875305176,23.606264114379883,265.1438293457031,40.16990280151367,36.27999877929688,256.43,-0.04,3.55,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4443939840,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
12,129.71347045898438,2019-08-28,25615.48046875,67.37535095214844,3.995409281371853,4.064080921925893,3.956096887294221,4.011332988739014,255612000,30.780000686645508,426.2114562988281,28634.900390625,49.77752304077149,19.350000381469727,37.53554534912109,13560.0,74.50566101074219,105.73799896240234,15.105175971984863,23.648237228393555,267.0108642578125,40.16990280151367,36.560001373291016,256.43,-0.03,3.55,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4443939840,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
13,132.1630401611328,2019-08-29,25703.5,67.44493865966797,4.102895537133617,4.187491360544172,4.099412196448578,4.15514612197876,357976000,31.450000762939453,411.894287109375,28634.900390625,50.62034606933594,17.8799991607666,38.10331344604492,13680.0,75.80155944824219,106.06999969482422,15.35990047454834,24.274433135986328,270.42138671875,41.11734390258789,37.400001525878906,256.43,-0.03,3.58,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4443939840,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
14,131.914306640625,2019-08-30,25724.73046875,67.38304138183594,4.201424796171102,4.251187213594562,4.149672033912969,4.167835235595703,290616000,31.450000762939453,429.5154113769531,28634.900390625,50.55495071411133,18.979999542236328,38.418739318847656,13800.0,75.78251647949219,106.43800354003906,15.529719352722168,24.211902618408203,270.30126953125,41.5910758972168,37.5099983215332,256.43,0.0,3.58,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4443939840,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
15,130.17279052734375,2019-09-03,25527.849609375,67.18975830078125,4.094934358618071,4.128026100582757,4.061842616653384,4.084733009338379,296140000,30.899999618530277,405.2863464355469,28634.900390625,49.81869125366211,19.65999984741211,37.59863662719727,13560.0,74.85821533203125,106.19300079345705,15.410847663879396,23.47605323791504,268.72076416015625,41.21385192871094,37.02000045776367,256.43,0.0,3.58,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4449679872,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
16,131.69419860839844,2019-09-04,26523.23046875,67.32949829101562,4.145442031879191,4.206400967092632,4.145442031879191,4.198936462402344,227728000,30.950000762939453,414.096923828125,28634.900390625,50.6639518737793,17.329999923706055,38.88737487792969,13560.0,76.13505554199219,105.86100006103516,15.589155197143556,24.24445533752441,271.7707824707031,42.91573715209961,37.52999877929688,256.43,0.04,3.58,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
17,134.00985717773438,2019-09-05,26515.529296875,67.5934829711914,4.301198863651903,4.478352390305872,4.299457193053151,4.472132205963135,695676000,31.5,420.704833984375,28634.900390625,51.65449523925781,16.270000457763672,39.86969757080078,15000.0,77.72636413574219,106.3249969482422,16.05615234375,24.92975616455078,275.2645263671875,43.9509162902832,39.06999969482422,256.43,0.02,3.49,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
18,133.10081481933594,2019-09-06,26690.759765625,67.65557098388672,4.448743631542186,4.505721413798085,4.406943536082345,4.445011615753174,376976000,30.559999465942383,420.704833984375,28634.900390625,51.649658203125,15.0,39.39205932617188,14880.0,77.65968322753906,107.0719985961914,16.21747398376465,25.006004333496094,275.47705078125,44.67026138305664,38.959999084472656,256.43,0.02,3.49,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4422980096,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
19,131.58897399902344,2019-09-09,26681.400390625,67.72547149658203,4.476113122218361,4.577628320200805,4.474620126038413,4.491041660308838,417524000,30.5,425.1101379394531,28634.900390625,51.87005615234375,15.270000457763672,39.51822280883789,15840.0,77.07840728759766,106.94499969482422,16.14105796813965,25.065961837768555,275.6157531738281,45.258033752441406,39.04999923706055,256.43,0.05,3.49,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4423399936,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
20,130.2110595703125,2019-09-10,26683.6796875,67.7642822265625,4.458198201277475,4.58434545233157,4.4484946760970745,4.557723045349121,352812000,30.229999542236328,446.0352478027344,28634.900390625,52.4827880859375,15.199999809265137,39.74352645874024,15900.0,76.687744140625,107.33699798583984,16.260936737060547,25.222732543945312,275.5510559082031,45.459808349609375,39.5099983215332,256.43,0.05,3.49,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4423399936,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
21,130.24932861328125,2019-09-11,27159.060546875,67.75650787353516,4.572402772004279,4.634605560418965,4.543291722757043,4.586336135864258,361512000,29.76000022888184,462.5550537109375,28634.900390625,54.15148162841797,14.609999656677246,39.85166931152344,16560.0,77.4881591796875,107.5999984741211,16.320880889892578,25.52855110168457,277.5104675292969,46.31074523925781,41.27000045776367,256.43,0.07,3.49,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4353180160,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
22,131.58897399902344,2019-09-12,27087.630859375,67.79533386230469,4.632864390828042,4.687602679706046,4.576881780288227,4.584843635559082,327840000,30.209999084472656,444.9339294433594,28634.900390625,54.0303955078125,14.220000267028809,39.71648788452149,16680.0,77.90740203857422,108.02100372314452,16.0554256439209,25.74870491027832,278.4716796875,46.50374603271485,41.18000030517578,256.43,0.07,3.56,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
23,131.3975830078125,2019-09-13,27352.689453125,67.67111206054688,4.518162374093303,4.555235282149395,4.483079811233479,4.526870727539063,324592000,30.690000534057617,444.9339294433594,28634.900390625,52.979286193847656,13.739999771118164,40.320308685302734,16680.0,77.33570098876953,108.1760025024414,16.3380069732666,24.869796752929688,278.28692626953125,46.09143829345703,41.0099983215332,256.43,0.11,3.56,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.52,0.55,0.039,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
24,130.45025634765625,2019-09-16,27124.55078125,67.91177368164062,4.451729591000981,4.518410898558382,4.441279567213082,4.483826160430908,231832000,30.82999992370605,440.5286254882813,28634.900390625,53.2578125,14.670000076293944,40.194129943847656,16200.0,77.1451187133789,107.76499938964844,16.158187866210938,24.727598190307617,277.42730712890625,45.79316711425781,40.900001525878906,256.43,0.1,3.56,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4482460160,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
25,131.46456909179688,2019-09-17,26790.240234375,67.95060729980469,4.490543888865357,4.509453590133617,4.444016133714455,4.505223751068115,223048000,30.989999771118164,425.1101379394531,28634.900390625,53.45155334472656,14.4399995803833,40.67177581787109,16320.0,77.45956420898438,108.16100311279295,16.158187866210938,24.74216079711914,278.1297607421875,45.5738525390625,40.52000045776367,256.43,0.09,3.56,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4482460160,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
26,132.5458221435547,2019-09-18,26754.119140625,67.91177368164062,4.498256705215585,4.513931738653874,4.391516513845919,4.478102684020996,258152000,30.420000076293945,392.0704956054688,28634.900390625,53.95289611816406,13.949999809265137,40.59067153930664,16200.0,77.45005798339844,108.08699798583984,16.021175384521484,24.64878463745117,278.29620361328125,45.38962936401367,40.119998931884766,256.43,0.03,3.56,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4482460160,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
27,134.98590087890625,2019-09-19,26468.94921875,67.83415985107422,4.484075195205352,4.502487550132611,4.391766169759299,4.402465343475342,245476000,30.290000915527344,389.8678283691406,28634.900390625,53.51452255249024,14.050000190734863,40.75587463378906,16200.0,77.62156677246094,108.4250030517578,16.0554256439209,24.89720916748047,278.2777404785156,45.24049377441406,39.540000915527344,256.43,0.05,3.73,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4482460160,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
28,133.4261932373047,2019-09-20,26435.669921875,67.9195785522461,4.401470868126078,4.425107764542037,4.286520104442862,4.2967209815979,350244000,30.049999237060547,385.4625549316406,28634.900390625,52.73224258422852,15.31999969482422,39.820926666259766,16560.0,76.71636962890625,108.04100036621094,15.815664291381836,24.574743270874023,276.9627990722656,44.49481964111328,39.040000915527344,256.43,0.05,3.73,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4482460160,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
29,133.1391143798828,2019-09-23,26222.400390625,67.88851165771484,4.296969659808319,4.395747549555379,4.2932371689950255,4.350214958190918,249712000,30.63999938964844,374.4493408203125,28634.900390625,52.97201156616211,14.90999984741211,40.002479553222656,15720.0,76.9553451538086,107.6520004272461,15.858482360839844,24.678485870361328,276.8978271484375,44.65273666381836,36.97999954223633,256.43,0.04,3.73,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
30,131.45498657226562,2019-09-24,26281.0,67.79533386230469,4.381565070699099,4.411173472299942,4.2571594795907295,4.292739391326904,317268000,29.520000457763672,372.2467041015625,28634.900390625,52.72014236450195,17.049999237060547,40.0478515625,14820.0,76.20976257324219,107.61399841308594,15.541655540466309,24.406164169311523,274.7250671386719,43.70527648925781,36.720001220703125,256.43,0.04,3.73,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
31,133.3495635986328,2019-09-25,25945.349609375,67.72547149658203,4.292241145093696,4.454217451746874,4.247455060773562,4.434561252593994,308432000,29.540000915527344,372.6872253417969,28634.900390625,53.53147888183594,15.960000038146973,40.855712890625,14280.0,77.11781311035156,107.16300201416016,15.764288902282717,23.84076690673828,276.3499755859375,44.757999420166016,36.2599983215332,256.43,0.05,3.73,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
32,133.5218505859375,2019-09-26,26041.9296875,67.6788558959961,4.42485825591737,4.433566609511751,4.361411137364392,4.412417411804199,234564000,29.46999931335449,374.4493408203125,28634.900390625,53.25539016723633,16.06999969482422,42.17189025878906,13680.0,77.20384216308594,107.69200134277344,15.77285099029541,23.93932342529297,275.7743530273437,44.67026138305664,37.38999938964844,256.43,0.04,3.64,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
33,131.7899169921875,2019-09-27,25954.810546875,67.60123443603516,4.370617237508466,4.421374836542188,4.212870753835801,4.273581027984619,362056000,28.71999931335449,370.0440673828125,28634.900390625,52.99623489379883,17.219999313354492,41.309566497802734,13440.0,76.17155456542969,107.75599670410156,15.867050170898438,23.69985008239746,274.2885437011719,44.54744338989258,36.310001373291016,256.43,0.06,3.64,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4519179776,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
34,133.03382873535156,2019-09-30,26092.26953125,67.6788558959961,4.2994573714287565,4.341257467533013,4.268106824780899,4.331056118011475,186184000,28.989999771118164,317.1806030273437,28634.900390625,54.24351119995117,16.239999771118164,42.190040588378906,14160.0,76.97444915771484,107.94400024414062,16.200998306274414,23.8667049407959,275.5607604980469,45.20539855957031,35.209999084472656,256.43,0.05,3.64,66.28571428571429,greed,3.5,20758.053508750327,4.0,0.1925,4481110016,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
35,131.15838623046875,2019-10-01,26092.26953125,67.52294921875,4.354195923184712,4.503482735464983,4.324587519990012,4.329314708709717,366008000,28.76000022888184,308.3700561523437,28634.900390625,54.3936882019043,18.559999465942383,42.83450698852539,13800.0,76.25756072998047,108.06900024414062,15.91842555999756,23.7612361907959,272.282958984375,44.5299072265625,32.779998779296875,257.155,0.09,3.64,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4481110016,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
36,128.8427276611328,2019-10-02,26042.689453125,67.12542724609375,4.307418849945296,4.319361869093229,4.23302436660792,4.305428504943848,293372000,28.309999465942383,325.9911804199219,28634.900390625,53.03014755249024,20.559999465942383,42.1446647644043,13560.0,74.82379913330078,107.73699951171876,15.91842555999756,23.34799194335937,267.4732360839844,43.32806015014648,32.7599983215332,257.155,0.12,3.64,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4481110016,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
37,130.40240478515625,2019-10-03,26110.310546875,67.16436767578125,4.3099069545010975,4.517415366764696,4.279552058116333,4.511195182800293,450588000,28.68000030517578,328.19384765625,28634.900390625,53.480613708496094,19.1200008392334,42.78004455566406,13200.0,75.74140930175781,107.16300201416016,15.755724906921388,23.724925994873047,269.66461181640625,43.88950729370117,32.61000061035156,257.155,0.15,3.65,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4481110016,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
38,132.1630401611328,2019-10-04,25821.029296875,67.37487030029297,4.513433988534811,4.556976223363089,4.44824568538044,4.527616500854492,265524000,29.01000022888184,324.8898620605469,28634.900390625,54.97977066040039,17.040000915527344,43.04328155517578,16560.0,76.99356842041016,106.82599639892578,14.248658180236816,24.33008575439453,273.3136901855469,44.67026138305664,32.68000030517578,257.155,0.12,3.65,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4481110016,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
39,131.20620727539062,2019-10-07,25893.400390625,67.32026672363281,4.592556319791804,4.686109176891443,4.583847967379317,4.586336135864258,480984000,28.93000030517578,345.8149719238281,28634.900390625,54.991886138916016,17.860000610351562,43.52436447143555,15240.0,76.66856384277344,106.76399993896484,14.385663986206056,23.86756896972656,272.13446044921875,44.40708541870117,32.5099983215332,257.155,0.1,3.65,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4519199744,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
40,129.81878662109375,2019-10-08,25893.400390625,67.07087707519531,4.494525364844375,4.494525364844375,4.391517636928525,4.409680843353272,444436000,28.229999542236328,345.8149719238281,28634.900390625,54.34766387939453,20.280000686645508,43.44266891479492,13800.0,75.26348114013672,107.2509994506836,13.95751953125,23.370473861694336,267.90966796875,43.62633514404297,31.82999992370605,257.155,0.12,3.65,66.28571428571429,greed,3.6,20758.053508750327,4.0,0.1925,4519199744,0.71,0.76,0.0671,64040.0,39727.0,24313.0,4110.0,4578.0,8688.0,15625.0,502.0,16127.0,2441.0,13686.0,13686.0,13686.0,18804.0,15625.0,18471.34,18595.65,0.7675,0.765
